"","gene","cluster_id","sc_122.cpm","sc_126.cpm","sc_123.cpm","sc_127.cpm","sc_122.frq","sc_126.frq","sc_123.frq","sc_127.frq","WT.frq","gtl1.frq","logFC","logCPM","F","p_val","p_adj.loc","p_adj.glb","contrast","Name","TF_Name","Description","up_dn_label","clust_up_dn"
"612","AT4G01700","Elongation_Atrichoblast",77.3,109,52.7,60.7,0.36,0.409,0.266,0.275,0.381,0.27,-0.698,6.23,16.3,0.000161,0.00812,1,"gtl1-WT","AT4G01700",NA,NA,"Down","Elongation_Atrichoblast_Down"
"613","AT4G01950","Elongation_Atrichoblast",136,193,109,90.9,0.414,0.469,0.328,0.241,0.437,0.289,-0.701,7.05,16.5,0.000152,0.00774,1,"gtl1-WT","ATGPAT3",NA,NA,"Down","Elongation_Atrichoblast_Down"
"614","AT4G02270","Elongation_Atrichoblast",32.2,36.1,75,90.4,0.236,0.309,0.45,0.424,0.267,0.438,1.27,5.88,50.9,1.96e-09,6.71e-07,0.00103,"gtl1-WT","RHS13",NA,NA,"Up","Elongation_Atrichoblast_Up"
"615","AT4G02290","Elongation_Atrichoblast",402,514,275,313,0.717,0.714,0.588,0.571,0.716,0.58,-0.633,8.55,15.9,0.000194,0.00932,1,"gtl1-WT","AtGH9B13",NA,NA,"Down","Elongation_Atrichoblast_Down"
"616","AT4G02590","Elongation_Atrichoblast",27.4,18.5,11.6,12.8,0.176,0.119,0.0917,0.0789,0.152,0.086,-0.904,4.15,18.6,6.55e-05,0.00406,1,"gtl1-WT","UNE12","UNE12","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","Down","Elongation_Atrichoblast_Down"
"617","AT4G02880","Elongation_Atrichoblast",23.7,39.9,18.2,16.7,0.182,0.241,0.143,0.108,0.207,0.127,-0.813,4.63,16.2,0.000167,0.00832,1,"gtl1-WT","AT4G02880",NA,NA,"Down","Elongation_Atrichoblast_Down"
"618","AT4G03610","Elongation_Atrichoblast",18.7,21.9,32.8,31.8,0.16,0.171,0.218,0.166,0.165,0.194,0.675,4.74,12.5,0.000833,0.0288,1,"gtl1-WT","AT4G03610",NA,NA,"Up","Elongation_Atrichoblast_Up"
"619","AT4G04745","Elongation_Atrichoblast",32.3,41.2,26,18,0.181,0.226,0.142,0.104,0.2,0.125,-0.734,4.89,13.9,0.000452,0.0178,1,"gtl1-WT","AT4G04745",NA,NA,"Down","Elongation_Atrichoblast_Down"
"620","AT4G05590","Elongation_Atrichoblast",71.4,80.4,142,118,0.374,0.39,0.499,0.413,0.381,0.461,0.773,6.69,20.6,2.95e-05,0.00221,1,"gtl1-WT","AT4G05590",NA,NA,"Up","Elongation_Atrichoblast_Up"
"621","AT4G09990","Elongation_Atrichoblast",17.6,17.8,32.2,30.5,0.14,0.183,0.246,0.196,0.158,0.223,0.826,4.65,18.3,7.25e-05,0.00437,1,"gtl1-WT","GXM2",NA,NA,"Up","Elongation_Atrichoblast_Up"
"622","AT4G10960","Elongation_Atrichoblast",31.8,36.5,20.4,23.5,0.215,0.241,0.151,0.15,0.226,0.151,-0.638,4.82,11.6,0.00123,0.0374,1,"gtl1-WT","UGE5",NA,NA,"Down","Elongation_Atrichoblast_Down"
"623","AT4G11210","Elongation_Atrichoblast",63.7,9.71,69.4,59.5,0.145,0.064,0.122,0.114,0.11,0.119,1.18,5.68,21.8,1.9e-05,0.00156,1,"gtl1-WT","DIR14",NA,NA,"Up","Elongation_Atrichoblast_Up"
"624","AT4G11211","Elongation_Atrichoblast",22.1,11.3,28.9,30.2,0.113,0.0938,0.135,0.132,0.105,0.133,0.856,4.56,17,0.000122,0.00652,1,"gtl1-WT","AT4G11211",NA,NA,"Up","Elongation_Atrichoblast_Up"
"625","AT4G11370","Elongation_Atrichoblast",29.3,43.7,18.5,25,0.192,0.284,0.119,0.139,0.231,0.128,-0.733,4.87,15.2,0.000254,0.0114,1,"gtl1-WT","RHA1A",NA,NA,"Down","Elongation_Atrichoblast_Down"
"626","AT4G14560","Elongation_Atrichoblast",21.4,16.4,34.8,25.2,0.116,0.0938,0.152,0.129,0.107,0.142,0.661,4.64,11.8,0.00113,0.0354,1,"gtl1-WT","IAA1","IAA1","indole-3-acetic acid inducible","Up","Elongation_Atrichoblast_Up"
"627","AT4G15150","Elongation_Atrichoblast",13.9,11.5,21.8,26,0.0849,0.0874,0.135,0.116,0.086,0.126,0.9,4.23,19,5.5e-05,0.00354,1,"gtl1-WT","AT4G15150",NA,NA,"Up","Elongation_Atrichoblast_Up"
"628","AT4G15400","Elongation_Atrichoblast",12,13.5,24.3,21.3,0.0991,0.126,0.179,0.138,0.11,0.161,0.846,4.19,16.9,0.000127,0.00671,1,"gtl1-WT","BIA1",NA,NA,"Up","Elongation_Atrichoblast_Up"
"629","AT4G17340","Elongation_Atrichoblast",337,538,150,241,0.582,0.655,0.387,0.424,0.613,0.404,-1.16,8.31,52.6,1.22e-09,4.85e-07,0.000643,"gtl1-WT","TIP2-2",NA,NA,"Down","Elongation_Atrichoblast_Down"
"630","AT4G17470","Elongation_Atrichoblast",36.3,71.6,19.8,19.2,0.253,0.401,0.128,0.108,0.316,0.119,-1.38,5.19,47.4,5.04e-09,1.59e-06,0.00265,"gtl1-WT","AT4G17470",NA,NA,"Down","Elongation_Atrichoblast_Down"
"631","AT4G19030","Elongation_Atrichoblast",3250,4050,5540,5940,0.978,0.985,0.999,0.988,0.981,0.994,0.663,12.2,16,0.000188,0.00914,1,"gtl1-WT","NIP1-1",NA,NA,"Up","Elongation_Atrichoblast_Up"
"632","AT4G19230","Elongation_Atrichoblast",511,852,300,362,0.668,0.697,0.574,0.555,0.681,0.566,-1,8.98,37.9,8.01e-08,1.74e-05,0.042,"gtl1-WT","CYP707A1",NA,NA,"Down","Elongation_Atrichoblast_Down"
"633","AT4G19420","Elongation_Atrichoblast",27.7,45,17.8,22,0.214,0.348,0.148,0.141,0.271,0.145,-0.836,4.81,19.2,5.15e-05,0.00337,1,"gtl1-WT","AT4G19420",NA,NA,"Down","Elongation_Atrichoblast_Down"
"634","AT4G22110","Elongation_Atrichoblast",11.5,11.7,33.1,35.3,0.0881,0.104,0.191,0.168,0.095,0.181,1.56,4.55,60.1,1.84e-10,1.03e-07,9.67e-05,"gtl1-WT","AT4G22110",NA,NA,"Up","Elongation_Atrichoblast_Up"
"635","AT4G22212","Elongation_Atrichoblast",54.6,12.4,117,83,0.164,0.0874,0.292,0.218,0.131,0.259,1.82,6.08,71.9,1.15e-11,9.72e-09,6.07e-06,"gtl1-WT","AT4G22212",NA,NA,"Up","Elongation_Atrichoblast_Up"
"636","AT4G22214","Elongation_Atrichoblast",25.4,25.2,62.4,65.8,0.175,0.183,0.337,0.308,0.178,0.324,1.34,5.5,53.4,1.01e-09,4.26e-07,0.000528,"gtl1-WT","AT4G22214",NA,NA,"Up","Elongation_Atrichoblast_Up"
"637","AT4G22217","Elongation_Atrichoblast",20.3,21.6,46.6,32.8,0.167,0.217,0.321,0.208,0.188,0.27,0.911,4.95,22.3,1.59e-05,0.00134,1,"gtl1-WT","AT4G22217",NA,NA,"Up","Elongation_Atrichoblast_Up"
"638","AT4G22460","Elongation_Atrichoblast",12.6,16.7,23.1,40,0.11,0.16,0.187,0.25,0.131,0.215,1.07,4.55,29,1.45e-06,0.000197,0.761,"gtl1-WT","AT4G22460",NA,NA,"Up","Elongation_Atrichoblast_Up"
"639","AT4G22745","Elongation_Atrichoblast",18.7,24.5,10.4,14.5,0.138,0.156,0.0874,0.101,0.146,0.0937,-0.799,4.09,15.2,0.000256,0.0114,1,"gtl1-WT","MBD1","MBD1","methyl-CPG-binding domain 1","Down","Elongation_Atrichoblast_Down"
"640","AT4G23040","Elongation_Atrichoblast",26.9,29.7,18.7,15.5,0.173,0.209,0.133,0.0947,0.188,0.116,-0.718,4.52,13.5,0.000535,0.0203,1,"gtl1-WT","PUX13",NA,NA,"Down","Elongation_Atrichoblast_Down"
"641","AT4G23690","Elongation_Atrichoblast",45.6,16.4,51,45.8,0.105,0.0768,0.1,0.103,0.0932,0.101,0.763,5.33,13.8,0.00047,0.0184,1,"gtl1-WT","DIR6",NA,NA,"Up","Elongation_Atrichoblast_Up"
"642","AT4G23730","Elongation_Atrichoblast",42.2,45,25.2,26.2,0.281,0.328,0.179,0.147,0.301,0.165,-0.761,5.12,17.2,0.000115,0.0062,1,"gtl1-WT","AT4G23730",NA,NA,"Down","Elongation_Atrichoblast_Down"
"643","AT4G24275","Elongation_Atrichoblast",23.2,24.5,38.5,36,0.16,0.177,0.246,0.201,0.167,0.226,0.646,4.95,11.9,0.00106,0.034,1,"gtl1-WT","AT4G24275",NA,NA,"Up","Elongation_Atrichoblast_Up"
"644","AT4G24570","Elongation_Atrichoblast",18.2,26.6,13,9.84,0.134,0.113,0.0992,0.0605,0.125,0.0818,-0.935,4.09,18.7,6.16e-05,0.00386,1,"gtl1-WT","PUMP4",NA,NA,"Down","Elongation_Atrichoblast_Down"
"645","AT4G25380","Elongation_Atrichoblast",30.7,52.5,20.9,30.2,0.134,0.194,0.123,0.129,0.159,0.126,-0.678,5.07,13.4,0.000563,0.0211,1,"gtl1-WT","SAP10","SAP10","stress-associated protein 10","Down","Elongation_Atrichoblast_Down"
"646","AT4G26320","Elongation_Atrichoblast",401,245,603,491,0.678,0.612,0.728,0.649,0.65,0.692,0.792,8.77,24.1,8.2e-06,0.000829,1,"gtl1-WT","AGP13",NA,NA,"Up","Elongation_Atrichoblast_Up"
"647","AT4G26470","Elongation_Atrichoblast",9.28,10.1,17.4,22.2,0.0818,0.111,0.145,0.141,0.0941,0.143,1.02,3.92,22.5,1.45e-05,0.00124,1,"gtl1-WT","AT4G26470",NA,NA,"Up","Elongation_Atrichoblast_Up"
"648","AT4G27410","Elongation_Atrichoblast",327,250,111,101,0.623,0.612,0.461,0.38,0.618,0.424,-1.44,7.62,76.5,4.14e-12,3.98e-09,2.18e-06,"gtl1-WT","RD26","RD26","NAC (No Apical Meristem) domain transcriptional regulator superfamily protein","Down","Elongation_Atrichoblast_Down"
"649","AT4G28940","Elongation_Atrichoblast",130,162,201,266,0.561,0.672,0.707,0.689,0.608,0.699,0.671,7.57,17.3,0.000107,0.0059,1,"gtl1-WT","AT4G28940",NA,NA,"Up","Elongation_Atrichoblast_Up"
"650","AT4G29070","Elongation_Atrichoblast",35.4,39.7,25.1,23.7,0.211,0.252,0.168,0.146,0.228,0.158,-0.617,4.96,11,0.00163,0.0463,1,"gtl1-WT","AT4G29070",NA,NA,"Down","Elongation_Atrichoblast_Down"
"651","AT4G29670","Elongation_Atrichoblast",75,76.3,51.4,42,0.297,0.286,0.251,0.2,0.292,0.228,-0.698,5.94,15.8,0.000199,0.00949,1,"gtl1-WT","ACHT2",NA,NA,"Down","Elongation_Atrichoblast_Down"
"652","AT4G29780","Elongation_Atrichoblast",15.5,8.81,21.5,23.3,0.121,0.0938,0.154,0.142,0.11,0.149,0.894,4.15,17.2,0.000114,0.00617,1,"gtl1-WT","AT4G29780",NA,NA,"Up","Elongation_Atrichoblast_Up"
"653","AT4G29900","Elongation_Atrichoblast",31.2,44.6,21.2,24.2,0.237,0.322,0.163,0.162,0.273,0.162,-0.72,4.92,14.7,0.000316,0.0136,1,"gtl1-WT","ACA10",NA,NA,"Down","Elongation_Atrichoblast_Down"
"654","AT4G30170","Elongation_Atrichoblast",2270,2930,4080,4370,0.997,0.998,0.999,1,0.997,0.999,0.712,11.7,18.6,6.41e-05,0.00399,1,"gtl1-WT","PER45",NA,NA,"Up","Elongation_Atrichoblast_Up"
"655","AT4G30320","Elongation_Atrichoblast",133,206,81.4,74.9,0.395,0.497,0.297,0.255,0.438,0.278,-1.08,6.95,38.8,6.09e-08,1.4e-05,0.032,"gtl1-WT","AT4G30320",NA,NA,"Down","Elongation_Atrichoblast_Down"
"656","AT4G31310","Elongation_Atrichoblast",15,13.5,8.99,7,0.123,0.117,0.0809,0.05,0.12,0.067,-0.833,3.5,13.2,0.000593,0.022,1,"gtl1-WT","AT4G31310",NA,NA,"Down","Elongation_Atrichoblast_Down"
"657","AT4G32460","Elongation_Atrichoblast",63.8,65.5,32.3,41.2,0.319,0.326,0.205,0.18,0.322,0.194,-0.826,5.67,21.4,2.19e-05,0.00173,1,"gtl1-WT","AT4G32460",NA,NA,"Down","Elongation_Atrichoblast_Down"
"658","AT4G33540","Elongation_Atrichoblast",50.7,77.7,37.7,41.7,0.302,0.352,0.222,0.2,0.323,0.212,-0.662,5.7,13.6,0.000511,0.0195,1,"gtl1-WT","AT4G33540",NA,NA,"Down","Elongation_Atrichoblast_Down"
"659","AT4G34210","Elongation_Atrichoblast",29.6,37.2,17.8,20,0.126,0.156,0.0928,0.0855,0.138,0.0895,-0.814,4.71,18.3,7.27e-05,0.00437,1,"gtl1-WT","ASK11",NA,NA,"Down","Elongation_Atrichoblast_Down"
"660","AT4G34410","Elongation_Atrichoblast",130,117,224,191,0.47,0.469,0.604,0.522,0.47,0.567,0.74,7.38,20.8,2.77e-05,0.00211,1,"gtl1-WT","ERF109","RRTF1","redox responsive transcription factor 1","Up","Elongation_Atrichoblast_Up"
"661","AT4G35080","Elongation_Atrichoblast",14.1,9.89,21.4,19.8,0.126,0.109,0.182,0.124,0.119,0.156,0.787,4.07,14.1,0.000413,0.0167,1,"gtl1-WT","AT4G35080",NA,NA,"Up","Elongation_Atrichoblast_Up"
"662","AT4G35920","Elongation_Atrichoblast",9.6,8.81,24.3,22.3,0.0833,0.0917,0.162,0.138,0.0869,0.151,1.34,4.07,39.7,4.62e-08,1.13e-05,0.0242,"gtl1-WT","MCA1",NA,NA,"Up","Elongation_Atrichoblast_Up"
"663","AT4G36010","Elongation_Atrichoblast",439,550,293,287,0.629,0.642,0.493,0.471,0.634,0.483,-0.757,8.62,22.2,1.61e-05,0.00135,1,"gtl1-WT","AT4G36010",NA,NA,"Down","Elongation_Atrichoblast_Down"
"664","AT4G36900","Elongation_Atrichoblast",142,128,98.1,79.5,0.447,0.422,0.368,0.288,0.436,0.332,-0.608,6.81,13.4,0.000542,0.0205,1,"gtl1-WT","RAP2-10","RAP2.10","related to AP2 10","Down","Elongation_Atrichoblast_Down"
"665","AT4G37370","Elongation_Atrichoblast",69,123,39.7,54.7,0.277,0.382,0.2,0.218,0.321,0.208,-0.983,6.16,31.4,6.37e-07,0.000103,0.334,"gtl1-WT","CYP81D8",NA,NA,"Down","Elongation_Atrichoblast_Down"
"666","AT4G37450","Elongation_Atrichoblast",30.9,26.4,56.2,44.7,0.2,0.168,0.259,0.224,0.186,0.243,0.813,5.33,19.8,4.14e-05,0.00287,1,"gtl1-WT","AGP18",NA,NA,"Up","Elongation_Atrichoblast_Up"
"667","AT4G37530","Elongation_Atrichoblast",67.8,111,49.9,64.2,0.437,0.627,0.338,0.336,0.518,0.337,-0.616,6.19,12.6,0.000785,0.0275,1,"gtl1-WT","PER51",NA,NA,"Down","Elongation_Atrichoblast_Down"
"668","AT4G37760","Elongation_Atrichoblast",15.8,12.4,6.03,9.5,0.134,0.117,0.055,0.0632,0.127,0.0587,-0.902,3.47,14.1,0.000418,0.0168,1,"gtl1-WT","SQE3",NA,NA,"Down","Elongation_Atrichoblast_Down"
"669","AT4G38420","Elongation_Atrichoblast",11.7,22.3,7.35,4.83,0.0833,0.147,0.0475,0.0316,0.11,0.0403,-1.38,3.53,29.5,1.2e-06,0.000173,0.626,"gtl1-WT","sks9",NA,NA,"Down","Elongation_Atrichoblast_Down"
"670","AT4G39000","Elongation_Atrichoblast",14.7,20.1,5.7,11.2,0.0865,0.13,0.0464,0.0658,0.105,0.0551,-1.1,3.69,23.9,8.83e-06,0.000868,1,"gtl1-WT","AtGH9B17",NA,NA,"Down","Elongation_Atrichoblast_Down"
"671","AT4G39260","Elongation_Atrichoblast",142,156,223,239,0.58,0.563,0.708,0.672,0.573,0.692,0.637,7.57,15.7,0.000209,0.00989,1,"gtl1-WT","RBG8",NA,NA,"Up","Elongation_Atrichoblast_Up"
"672","ATCG00450","Elongation_Atrichoblast",0,0,0,63.2,0,0,0,0.349,0,0.157,10.6,3.97,251,2.77e-22,2.8e-18,1.46e-16,"gtl1-WT","TRNV.1",NA,NA,"Up","Elongation_Atrichoblast_Up"
"673","ATCG00030","Elongation_Atrichoblast",25.1,30.9,24.6,0,0.173,0.217,0.156,0,0.192,0.086,-1.63,4.36,16.5,0.000151,0.00773,1,"gtl1-WT","TRNK",NA,NA,"Down","Elongation_Atrichoblast_Down"
"674","AT1G02270","Elongation_Cortex",49.2,57,33.6,33.3,0.237,0.323,0.21,0.182,0.275,0.197,-0.661,5.43,20.5,6.03e-06,0.000261,1,"gtl1-WT","AT1G02270",NA,NA,"Down","Elongation_Cortex_Down"
"675","AT1G02810","Elongation_Cortex",31.6,28.2,19.5,17.5,0.156,0.154,0.125,0.0886,0.155,0.107,-0.692,4.6,18.8,1.49e-05,0.000566,1,"gtl1-WT","PME7",NA,NA,"Down","Elongation_Cortex_Down"
"676","AT1G02850","Elongation_Cortex",78.2,74,38,37,0.311,0.364,0.228,0.195,0.335,0.212,-1.02,5.82,51.7,6.72e-13,1.35e-10,3.54e-07,"gtl1-WT","BGLU11",NA,NA,"Down","Elongation_Cortex_Down"
"677","AT1G03230","Elongation_Cortex",99.8,139,64.3,77.3,0.392,0.517,0.304,0.304,0.447,0.304,-0.744,6.57,31.6,1.95e-08,1.59e-06,0.0103,"gtl1-WT","AT1G03230",NA,NA,"Down","Elongation_Cortex_Down"
"678","AT1G04490","Elongation_Cortex",15.9,22.1,12.7,11.2,0.0876,0.136,0.0797,0.0605,0.109,0.0706,-0.647,3.96,13.1,0.000296,0.00685,1,"gtl1-WT","AT1G04490",NA,NA,"Down","Elongation_Cortex_Down"
"679","AT1G05300","Elongation_Cortex",18.1,13.8,5.11,8.43,0.103,0.101,0.0388,0.0426,0.102,0.0406,-1.27,3.48,38.8,4.89e-10,5.69e-08,0.000257,"gtl1-WT","ZIP5",NA,NA,"Down","Elongation_Cortex_Down"
"680","AT1G07080","Elongation_Cortex",52.5,53.2,34.6,34.8,0.285,0.336,0.222,0.202,0.308,0.212,-0.605,5.45,17.3,3.25e-05,0.00113,1,"gtl1-WT","AT1G07080",NA,NA,"Down","Elongation_Cortex_Down"
"681","AT1G07610","Elongation_Cortex",35.1,37.7,18.8,23.1,0.171,0.276,0.137,0.133,0.218,0.135,-0.803,4.83,26.6,2.48e-07,1.5e-05,0.13,"gtl1-WT","MT1C",NA,NA,"Down","Elongation_Cortex_Down"
"682","AT1G07820","Elongation_Cortex",45.8,59.8,73.4,89.3,0.229,0.315,0.324,0.321,0.267,0.322,0.628,6.08,20.3,6.55e-06,0.000282,1,"gtl1-WT","AT1G07820",NA,NA,"Up","Elongation_Cortex_Up"
"683","AT1G08920","Elongation_Cortex",322,331,200,197,0.527,0.528,0.432,0.39,0.527,0.412,-0.72,8.04,34.6,4.19e-09,3.98e-07,0.0022,"gtl1-WT","ESL1",NA,NA,"Down","Elongation_Cortex_Down"
"684","AT1G09080","Elongation_Cortex",34.2,36.8,18.7,17.8,0.139,0.169,0.0981,0.0886,0.152,0.0935,-0.956,4.74,36.7,1.43e-09,1.54e-07,0.000753,"gtl1-WT","MED37B",NA,NA,"Down","Elongation_Cortex_Down"
"685","AT1G09200","Elongation_Cortex",23.3,21.2,44.4,64.6,0.115,0.146,0.16,0.129,0.129,0.145,1.27,5.29,67.7,2.03e-16,5.77e-14,1.07e-10,"gtl1-WT","HTR2",NA,NA,"Up","Elongation_Cortex_Up"
"686","AT1G09540","Elongation_Cortex",22.7,29.5,35.2,44.3,0.119,0.147,0.199,0.21,0.131,0.204,0.609,5.07,15.8,7.15e-05,0.00216,1,"gtl1-WT","MYB61","MYB61","myb domain protein 61","Up","Elongation_Cortex_Up"
"687","AT1G09795","Elongation_Cortex",16.1,19.8,10.8,7.34,0.0863,0.134,0.0756,0.0493,0.107,0.0631,-0.967,3.76,26.3,2.89e-07,1.72e-05,0.151,"gtl1-WT","HISN1B",NA,NA,"Down","Elongation_Cortex_Down"
"688","AT1G09970","Elongation_Cortex",277,305,183,195,0.633,0.674,0.568,0.548,0.651,0.559,-0.621,7.91,25.7,4.05e-07,2.34e-05,0.212,"gtl1-WT","LRR XI-23",NA,NA,"Down","Elongation_Cortex_Down"
"689","AT1G11960","Elongation_Cortex",29.2,32.3,18.5,20.9,0.157,0.194,0.126,0.108,0.173,0.117,-0.644,4.65,16.5,4.82e-05,0.00158,1,"gtl1-WT","AT1G11960",NA,NA,"Down","Elongation_Cortex_Down"
"690","AT1G13260","Elongation_Cortex",68.6,56.6,118,106,0.255,0.273,0.368,0.344,0.263,0.356,0.844,6.47,39.2,3.89e-10,4.64e-08,0.000205,"gtl1-WT","RAV1","RAV1","related to ABI3/VP1 1","Up","Elongation_Cortex_Up"
"691","AT1G13420","Elongation_Cortex",829,823,1790,1280,0.68,0.757,0.832,0.815,0.714,0.824,0.878,10.2,48.8,2.99e-12,5.24e-10,1.58e-06,"gtl1-WT","SOT8",NA,NA,"Up","Elongation_Cortex_Up"
"692","AT1G13590","Elongation_Cortex",10.4,9.34,19.4,14.8,0.068,0.0795,0.148,0.0998,0.073,0.125,0.794,3.83,17.6,2.81e-05,0.000999,1,"gtl1-WT","PSK1",NA,NA,"Up","Elongation_Cortex_Up"
"693","AT1G13830","Elongation_Cortex",44.4,51.2,77,67.3,0.21,0.26,0.324,0.258,0.232,0.292,0.596,5.93,17.9,2.35e-05,0.000851,1,"gtl1-WT","AT1G13830",NA,NA,"Up","Elongation_Cortex_Up"
"694","AT1G14210","Elongation_Cortex",29.2,31.6,44,50.1,0.163,0.212,0.277,0.265,0.185,0.271,0.628,5.3,17.6,2.7e-05,0.000966,1,"gtl1-WT","AT1G14210",NA,NA,"Up","Elongation_Cortex_Up"
"695","AT1G14220","Elongation_Cortex",25.1,26,38.1,39.3,0.142,0.169,0.258,0.224,0.154,0.242,0.597,5.04,15.1,0.000102,0.00288,1,"gtl1-WT","AT1G14220",NA,NA,"Up","Elongation_Cortex_Up"
"696","AT1G14900","Elongation_Cortex",25.3,22.8,43,45.7,0.133,0.152,0.209,0.192,0.142,0.201,0.881,5.13,32.8,1.05e-08,9.24e-07,0.00552,"gtl1-WT","HMGA","HMGA","high mobility group A","Up","Elongation_Cortex_Up"
"697","AT1G14960","Elongation_Cortex",132,125,240,207,0.393,0.482,0.604,0.581,0.432,0.593,0.797,7.47,40.3,2.23e-10,2.77e-08,0.000117,"gtl1-WT","AT1G14960",NA,NA,"Up","Elongation_Cortex_Up"
"698","AT1G15625","Elongation_Cortex",45.8,62,23.2,21.1,0.175,0.248,0.115,0.0987,0.207,0.107,-1.26,5.23,68.9,1.1e-16,3.36e-14,5.78e-11,"gtl1-WT","AT1G15625",NA,NA,"Down","Elongation_Cortex_Down"
"699","AT1G16010","Elongation_Cortex",20.1,19.8,33.4,27.3,0.114,0.121,0.202,0.157,0.117,0.181,0.601,4.69,14.1,0.000174,0.00445,1,"gtl1-WT","MRS2-1",NA,NA,"Up","Elongation_Cortex_Up"
"700","AT1G17300","Elongation_Cortex",305,354,744,738,0.729,0.805,0.939,0.904,0.763,0.922,1.17,9.07,89.7,3.09e-21,1.51e-18,1.63e-15,"gtl1-WT","AT1G17300",NA,NA,"Up","Elongation_Cortex_Up"
"701","AT1G18740","Elongation_Cortex",90.8,87,178,192,0.293,0.303,0.439,0.42,0.297,0.43,1.06,7.11,67,2.83e-16,7.95e-14,1.49e-10,"gtl1-WT","AT1G18740",NA,NA,"Up","Elongation_Cortex_Up"
"702","AT1G19570","Elongation_Cortex",28.7,29.3,87.2,75.4,0.142,0.171,0.342,0.281,0.155,0.313,1.49,5.82,102,7.05e-24,4.37e-21,3.71e-18,"gtl1-WT","DHAR1",NA,NA,"Up","Elongation_Cortex_Up"
"703","AT1G19900","Elongation_Cortex",49.9,34.1,17.5,20.6,0.162,0.166,0.112,0.0998,0.164,0.106,-1.14,4.91,52.8,3.87e-13,8.01e-11,2.04e-07,"gtl1-WT","AT1G19900",NA,NA,"Down","Elongation_Cortex_Down"
"704","AT1G20340","Elongation_Cortex",29.2,30.7,18.8,19.5,0.129,0.142,0.0991,0.103,0.135,0.101,-0.643,4.62,16.3,5.31e-05,0.00171,1,"gtl1-WT","DRT112",NA,NA,"Down","Elongation_Cortex_Down"
"705","AT1G20440","Elongation_Cortex",3110,2940,1870,1660,0.997,1,0.997,0.993,0.999,0.995,-0.782,11.2,36.5,1.54e-09,1.65e-07,0.000808,"gtl1-WT","COR47",NA,NA,"Down","Elongation_Cortex_Down"
"706","AT1G20920","Elongation_Cortex",16.5,18.1,12.1,8.27,0.105,0.129,0.0838,0.0538,0.115,0.0695,-0.759,3.79,16.7,4.46e-05,0.00147,1,"gtl1-WT","RH42",NA,NA,"Down","Elongation_Cortex_Down"
"707","AT1G22400","Elongation_Cortex",166,183,111,100,0.472,0.483,0.395,0.365,0.477,0.381,-0.725,7.13,32.5,1.22e-08,1.05e-06,0.00643,"gtl1-WT","UGT85A1",NA,NA,"Down","Elongation_Cortex_Down"
"708","AT1G23330","Elongation_Cortex",13.1,9.34,19.3,18.4,0.0824,0.0795,0.139,0.104,0.0811,0.122,0.75,3.97,16.9,3.97e-05,0.00134,1,"gtl1-WT","AT1G23330",NA,NA,"Up","Elongation_Cortex_Up"
"709","AT1G23480","Elongation_Cortex",8.87,10.4,14.4,15,0.0601,0.0927,0.11,0.0953,0.0745,0.103,0.61,3.67,9.81,0.00174,0.0285,1,"gtl1-WT","CSLA3",NA,NA,"Up","Elongation_Cortex_Up"
"710","AT1G23710","Elongation_Cortex",121,126,180,199,0.414,0.43,0.505,0.48,0.421,0.493,0.614,7.3,23.7,1.14e-06,5.91e-05,0.597,"gtl1-WT","AT1G23710",NA,NA,"Up","Elongation_Cortex_Up"
"711","AT1G26945","Elongation_Cortex",20,10.6,27.2,28.1,0.0824,0.0762,0.143,0.165,0.0796,0.153,0.875,4.47,27.4,1.69e-07,1.05e-05,0.0886,"gtl1-WT","PRE6","KDR","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","Up","Elongation_Cortex_Up"
"712","AT1G27100","Elongation_Cortex",20.9,17.1,39.4,30.4,0.115,0.114,0.191,0.164,0.115,0.178,0.877,4.8,30,4.3e-08,3.25e-06,0.0226,"gtl1-WT","AT1G27100",NA,NA,"Up","Elongation_Cortex_Up"
"713","AT1G27740","Elongation_Cortex",10.7,10.4,20.2,15.6,0.0693,0.0911,0.155,0.104,0.0789,0.131,0.757,3.9,16.6,4.59e-05,0.00151,1,"gtl1-WT","BHLH54","RSL4","root hair defective 6-like 4","Up","Elongation_Cortex_Up"
"714","AT1G28330","Elongation_Cortex",61.7,55.5,123,101,0.229,0.295,0.397,0.416,0.258,0.406,0.928,6.43,46.8,8.08e-12,1.29e-09,4.25e-06,"gtl1-WT","DRM1",NA,NA,"Up","Elongation_Cortex_Up"
"715","AT1G28660","Elongation_Cortex",26.1,26.4,15.8,13.4,0.145,0.175,0.108,0.083,0.159,0.0962,-0.841,4.35,25.8,3.88e-07,2.26e-05,0.204,"gtl1-WT","AT1G28660",NA,NA,"Down","Elongation_Cortex_Down"
"716","AT1G29195","Elongation_Cortex",50.1,34.7,26.1,28.9,0.197,0.197,0.156,0.16,0.197,0.158,-0.616,5.12,16.6,4.69e-05,0.00154,1,"gtl1-WT","AT1G29195",NA,NA,"Down","Elongation_Cortex_Down"
"717","AT1G29300","Elongation_Cortex",20.1,18.1,12.6,10.8,0.112,0.127,0.0889,0.0673,0.119,0.0786,-0.714,3.95,15.9,6.56e-05,0.00202,1,"gtl1-WT","UNE1",NA,NA,"Down","Elongation_Cortex_Down"
