"","gene","cluster_id","sc_2.cpm","sc_43.cpm","sc_50.cpm","sc_5.cpm","sc_46.cpm","sc_49.cpm","sc_2.frq","sc_43.frq","sc_50.frq","sc_5.frq","sc_46.frq","sc_49.frq","BRZ.frq","BL.frq","logFC","logCPM","F","p_val","p_adj.loc","p_adj.glb","contrast","Name","TF_Name","Description","up_dn_label","clust_up_dn"
"751","AT5G17040","all",12.8,12.3,8.77,3.36,2.59,1.97,0.0777,0.0631,0.0523,0.0247,0.0225,0.0161,0.0657,0.0219,-2.11,2.8,135,2.21e-06,0.000415,0.052,"BL-BRZ","UGT78D4",NA,NA,"Down","all_Down"
"752","AT5G17050","all",50.1,40.5,38,28.2,21.5,16.7,0.236,0.237,0.235,0.179,0.188,0.163,0.236,0.178,-0.97,5.02,67.5,3.07e-05,0.00158,0.713,"BL-BRZ","UGT78D2",NA,NA,"Down","all_Down"
"753","AT5G17260","all",1.26,0.719,0.785,2.13,1.51,1.12,0.00546,0.00383,0.00472,0.0106,0.00979,0.00709,0.00461,0.00947,0.792,0.353,17,0.00316,0.0269,1,"BL-BRZ","NAC086","NAC086","NAC domain containing protein 86","Up","all_Up"
"754","AT5G17420","all",36.4,20.2,35.5,23,12.8,18.2,0.0194,0.0266,0.0271,0.0171,0.0184,0.0179,0.0242,0.0177,-0.783,4.61,13.5,0.00602,0.0411,1,"BL-BRZ","CESA7",NA,NA,"Down","all_Down"
"755","AT5G17460","all",936,936,1270,712,673,684,0.69,0.553,0.565,0.718,0.493,0.379,0.604,0.563,-0.599,9.76,17.8,0.00274,0.0244,1,"BL-BRZ","AT5G17460",NA,NA,"Down","all_Down"
"756","AT5G17780","all",13.6,11,11,8.39,4.48,4.33,0.112,0.0917,0.102,0.0704,0.0517,0.0514,0.101,0.0598,-1.11,3.14,54.1,6.94e-05,0.0026,1,"BL-BRZ","AT5G17780",NA,NA,"Down","all_Down"
"757","AT5G17800","all",3.38,5.21,5.17,0.482,0.607,0.732,0.0306,0.0449,0.0517,0.00429,0.00672,0.00816,0.0415,0.00602,-2.91,1.39,321,7.1e-08,8.41e-05,0.00168,"BL-BRZ","MYB56","MYB56","myb domain protein 56","Down","all_Down"
"758","AT5G17860","all",20.8,10,10.9,5.54,3.44,3.45,0.119,0.0525,0.0641,0.0355,0.0204,0.0208,0.0787,0.0272,-1.71,3.18,189,5.86e-07,0.000197,0.0138,"BL-BRZ","CCX1",NA,NA,"Down","all_Down"
"759","AT5G17980","all",7.49,6.01,6.11,12.4,9.64,8.72,0.0527,0.0417,0.0503,0.0609,0.0647,0.0527,0.0476,0.06,0.643,3.07,31.5,0.000455,0.00782,1,"BL-BRZ","AT5G17980",NA,NA,"Up","all_Up"
"760","AT5G18170","all",27.1,54.1,46.8,18.6,27.5,27,0.202,0.239,0.225,0.142,0.21,0.2,0.222,0.177,-0.776,5.07,49.3,9.69e-05,0.00315,1,"BL-BRZ","GDH1",NA,NA,"Down","all_Down"
"761","AT5G18280","all",48,49.4,47.4,75.7,72.1,75,0.296,0.266,0.274,0.365,0.382,0.374,0.278,0.372,0.621,5.94,47.3,0.000112,0.00339,1,"BL-BRZ","APY2",NA,NA,"Up","all_Up"
"762","AT5G18290","all",2.03,1.92,2.6,3.59,3.02,3.96,0.0198,0.0185,0.0269,0.0297,0.0365,0.0383,0.021,0.034,0.694,1.52,14.4,0.00499,0.0362,1,"BL-BRZ","SIP1-2",NA,NA,"Up","all_Up"
"763","AT5G18460","all",26.7,28,26.9,18.9,16,16.6,0.173,0.16,0.155,0.12,0.133,0.126,0.164,0.126,-0.667,4.47,46.3,0.000121,0.00354,1,"BL-BRZ","AT5G18460",NA,NA,"Down","all_Down"
"764","AT5G18480","all",52.5,42.1,47.5,74.3,72.6,69.5,0.32,0.234,0.256,0.366,0.369,0.352,0.269,0.363,0.611,5.9,37.7,0.000249,0.00546,1,"BL-BRZ","IPUT1",NA,NA,"Up","all_Up"
"765","AT5G18690","all",29.7,32,38.6,60,62.1,51.9,0.107,0.119,0.126,0.164,0.202,0.201,0.117,0.185,0.798,5.51,39.4,0.000213,0.00508,1,"BL-BRZ","AGP25",NA,NA,"Up","all_Up"
"766","AT5G18910","all",2.5,2.71,3.11,1.43,1.68,2.16,0.0198,0.0176,0.0224,0.0111,0.0137,0.0133,0.0195,0.0125,-0.667,1.19,15.7,0.00395,0.0312,1,"BL-BRZ","AT5G18910",NA,NA,"Down","all_Down"
"767","AT5G18930","all",0.197,1.61,1.18,1.38,4.32,4.57,0.00226,0.00665,0.00649,0.0047,0.0145,0.0138,0.00508,0.01,1.94,1.16,61.6,4.31e-05,0.00194,0.998,"BL-BRZ","SAMDC4",NA,NA,"Up","all_Up"
"768","AT5G19040","all",10.6,5.87,5.6,16.8,11.5,15.3,0.0864,0.0554,0.0633,0.118,0.113,0.134,0.0681,0.121,1.04,3.45,40.2,0.000198,0.0048,1,"BL-BRZ","IPT5",NA,NA,"Up","all_Up"
"769","AT5G19190","all",19.5,23,28.3,48.8,106,90.2,0.0982,0.106,0.117,0.18,0.275,0.254,0.106,0.228,1.73,5.72,119,3.55e-06,0.000505,0.0836,"BL-BRZ","AT5G19190",NA,NA,"Up","all_Up"
"770","AT5G19260","all",22,18.9,24.6,35.4,38.4,32.1,0.0873,0.0985,0.122,0.117,0.149,0.156,0.1,0.137,0.692,4.84,30.6,5e-04,0.00837,1,"BL-BRZ","FAF3",NA,NA,"Up","all_Up"
"771","AT5G19440","all",440,333,366,231,203,179,0.786,0.584,0.628,0.635,0.502,0.483,0.665,0.555,-0.888,8.19,70.4,2.63e-05,0.00147,0.613,"BL-BRZ","AT5G19440",NA,NA,"Down","all_Down"
"772","AT5G19530","all",3.41,8.13,8.12,8.69,19.2,27.3,0.0294,0.0366,0.0372,0.0281,0.0548,0.0591,0.0342,0.0441,1.46,3.64,97.1,7.82e-06,0.000741,0.183,"BL-BRZ","ACL5",NA,NA,"Up","all_Up"
"773","AT5G19770","all",199,244,252,295,412,398,0.555,0.609,0.625,0.677,0.769,0.751,0.594,0.724,0.662,8.23,45.1,0.000133,0.00375,1,"BL-BRZ","TUBA3",NA,NA,"Up","all_Up"
"774","AT5G19850","all",4.08,3.17,4.31,2.62,2.45,2.24,0.0446,0.0323,0.0444,0.0235,0.0285,0.0263,0.0395,0.0257,-0.659,1.66,16.6,0.00335,0.028,1,"BL-BRZ","AT5G19850",NA,NA,"Down","all_Down"
"775","AT5G19870","all",1.43,2.02,2.33,0.963,0.561,1.1,0.00466,0.00766,0.00924,0.00296,0.00321,0.00443,0.00699,0.00341,-1.12,0.504,15,0.0045,0.0337,1,"BL-BRZ","AT5G19870",NA,NA,"Down","all_Down"
"776","AT5G20110","all",13.9,17.3,16.5,24.7,26.6,24.1,0.115,0.113,0.115,0.164,0.167,0.149,0.114,0.161,0.664,4.36,42.1,0.000169,0.00436,1,"BL-BRZ","AT5G20110",NA,NA,"Up","all_Up"
"777","AT5G20150","all",12.7,14.4,18.4,27.3,43.7,33.4,0.0986,0.0886,0.112,0.149,0.205,0.184,0.0977,0.175,1.19,4.64,73.2,2.28e-05,0.00135,0.53,"BL-BRZ","SPX1",NA,NA,"Up","all_Up"
"778","AT5G20250","all",111,84.4,76.3,222,199,242,0.479,0.369,0.421,0.689,0.668,0.682,0.42,0.681,1.3,7.28,90.8,1.01e-05,0.000826,0.236,"BL-BRZ","DIN10",NA,NA,"Up","all_Up"
"779","AT5G20380","all",5.67,3.33,3.07,2.58,1.55,1.43,0.0582,0.0373,0.0383,0.0235,0.021,0.0186,0.0448,0.0215,-1.12,1.56,63.9,3.78e-05,0.00179,0.876,"BL-BRZ","PHT4;5",NA,NA,"Down","all_Down"
"780","AT5G20410","all",2.21,1.58,1.49,4.25,3.77,5.13,0.0244,0.0172,0.0208,0.0384,0.0483,0.0598,0.0206,0.0469,1.33,1.63,47.9,0.000107,0.00332,1,"BL-BRZ","MGD2",NA,NA,"Up","all_Up"
"781","AT5G20670","all",1.15,1.57,1.86,4.06,5.84,3.61,0.0126,0.0125,0.0161,0.0284,0.0441,0.028,0.0134,0.0331,1.58,1.6,54.7,6.64e-05,0.00252,1,"BL-BRZ","AT5G20670",NA,NA,"Up","all_Up"
"782","AT5G20700","all",175,196,280,131,130,130,0.459,0.489,0.569,0.448,0.507,0.504,0.497,0.48,-0.723,7.44,20.6,0.00177,0.0185,1,"BL-BRZ","FLZ14",NA,NA,"Down","all_Down"
"783","AT5G20710","all",11.9,12.6,13.8,2.13,0.865,1.22,0.0618,0.0601,0.068,0.0169,0.0105,0.0142,0.0625,0.0142,-3.25,2.83,151,1.43e-06,0.000326,0.0338,"BL-BRZ","BGAL7",NA,NA,"Down","all_Down"
"784","AT5G21020","all",112,81.6,66.5,67.1,39.2,41.7,0.514,0.367,0.371,0.368,0.31,0.319,0.419,0.338,-0.828,6.09,55.2,6.44e-05,0.00248,1,"BL-BRZ","AT5G21020",NA,NA,"Down","all_Down"
"785","AT5G21120","all",0.76,0.453,0.785,2.82,1.04,1.76,0.00719,0.00496,0.00944,0.0215,0.013,0.0172,0.0068,0.0178,1.43,0.362,22.1,0.00143,0.0161,1,"BL-BRZ","EIL2","EIL2","ETHYLENE-INSENSITIVE3-like 2","Up","all_Up"
"786","AT5G21140","all",0.632,0.796,0.762,1.08,1.44,1.5,0.00785,0.00958,0.0112,0.01,0.0193,0.0206,0.00936,0.0155,0.869,0.0768,22.7,0.00132,0.0153,1,"BL-BRZ","emb1379",NA,NA,"Up","all_Up"
"787","AT5G21960","all",1.42,2.6,2.51,3.52,3.29,4.14,0.0122,0.0163,0.0191,0.0218,0.027,0.0294,0.0156,0.0253,0.786,1.55,15.8,0.00387,0.0307,1,"BL-BRZ","ERF016","AT5G21960","Integrase-type DNA-binding superfamily protein","Up","all_Up"
"788","AT5G22090","all",15.7,14,12.6,33.7,26.3,24,0.0668,0.0775,0.0776,0.097,0.124,0.104,0.0738,0.107,0.979,4.4,93.2,9.14e-06,0.000798,0.214,"BL-BRZ","AT5G22090",NA,NA,"Up","all_Up"
"789","AT5G22300","all",13.4,3.05,3.07,4.51,1.16,1.02,0.0658,0.0219,0.023,0.0333,0.0121,0.0114,0.0375,0.0212,-1.52,2.14,128,2.7e-06,0.00045,0.0636,"BL-BRZ","NIT4",NA,NA,"Down","all_Down"
"790","AT5G22550","all",4.3,5.08,5.1,2.98,3.25,3.26,0.049,0.0523,0.0607,0.0285,0.0403,0.0404,0.0531,0.0352,-0.607,2.01,23,0.00127,0.0149,1,"BL-BRZ","AT5G22550",NA,NA,"Down","all_Down"
"791","AT5G22555","all",0.296,0.24,0.404,0.737,0.506,0.895,0.00293,0.00282,0.00531,0.00644,0.00599,0.00851,0.00345,0.00682,1.19,-0.92,13.5,0.00601,0.0411,1,"BL-BRZ","AT5G22555",NA,NA,"Up","all_Up"
"792","AT5G22570","all",5.68,6.38,8.4,20,14.5,19,0.0393,0.049,0.0607,0.109,0.0986,0.0972,0.0484,0.103,1.39,3.62,56.3,5.97e-05,0.00238,1,"BL-BRZ","WRKY38","WRKY38","WRKY DNA-binding protein 38","Up","all_Up"
"793","AT5G22890","all",6.84,8.66,9.07,4.07,4.71,5.86,0.0638,0.0785,0.0906,0.0344,0.0558,0.0647,0.0762,0.0487,-0.747,2.71,32.3,0.000418,0.00748,1,"BL-BRZ","STOP2","AT5G22890","C2H2 and C2HC zinc fingers superfamily protein","Down","all_Down"
"794","AT5G22920","all",17,18.7,19.9,35,43.2,43.5,0.138,0.136,0.172,0.228,0.295,0.303,0.145,0.268,1.12,4.89,158,1.18e-06,0.000308,0.0279,"BL-BRZ","RZPF34",NA,NA,"Up","all_Up"
"795","AT5G22930","all",0.671,1.86,2.45,1.82,4.88,5.56,0.00732,0.0158,0.0201,0.0137,0.034,0.0369,0.0138,0.0258,1.33,1.53,62.5,4.08e-05,0.00188,0.946,"BL-BRZ","AT5G22930",NA,NA,"Up","all_Up"
"796","AT5G23160","all",1.44,1.15,1.88,0.531,0.469,0.732,0.0134,0.01,0.0161,0.00511,0.0057,0.00887,0.0127,0.00624,-1.37,0.0666,25.9,0.00087,0.0118,1,"BL-BRZ","AT5G23160",NA,NA,"Down","all_Down"
"797","AT5G23170","all",1.91,1.75,1.84,4.04,2.67,2.72,0.0185,0.0186,0.0226,0.0289,0.0282,0.0321,0.0195,0.0295,0.756,1.33,21.6,0.00154,0.0169,1,"BL-BRZ","AT5G23170",NA,NA,"Up","all_Up"
"798","AT5G23280","all",8.86,9.95,10.3,20.2,21,20,0.0796,0.0843,0.0946,0.124,0.169,0.173,0.0851,0.15,1.07,3.91,114,4.19e-06,0.000539,0.0984,"BL-BRZ","TCP7","AT5G23280","TCP family transcription factor","Up","all_Up"
"799","AT5G23330","all",4.49,4.1,3.98,2.87,3.03,2.33,0.0524,0.0463,0.0525,0.0282,0.0419,0.0316,0.0499,0.0333,-0.611,1.8,16.5,0.0034,0.0282,1,"BL-BRZ","RIBF1",NA,NA,"Down","all_Down"
"800","AT5G23360","all",9.43,5.59,8.63,14.9,18.9,18.6,0.033,0.0357,0.045,0.0514,0.0816,0.0897,0.037,0.0704,1.16,3.67,32.2,0.000426,0.00756,1,"BL-BRZ","AT5G23360",NA,NA,"Up","all_Up"
"801","AT5G23370","all",6.99,3.7,5.59,10.3,10.6,9.51,0.0309,0.0255,0.0342,0.0427,0.0532,0.0545,0.0294,0.0489,0.929,2.96,24,0.00111,0.0137,1,"BL-BRZ","AT5G23370",NA,NA,"Up","all_Up"
"802","AT5G23400","all",12.9,11.7,12.8,18.2,18.3,21.4,0.0735,0.0947,0.0987,0.0926,0.152,0.159,0.0882,0.128,0.631,3.99,32,0.000433,0.00763,1,"BL-BRZ","AT5G23400",NA,NA,"Up","all_Up"
"803","AT5G23750","all",81.1,80.5,122,34.9,47.9,61.5,0.272,0.267,0.342,0.178,0.241,0.266,0.286,0.22,-0.997,6.16,31.9,0.000437,0.00766,1,"BL-BRZ","AT5G23750",NA,NA,"Down","all_Down"
"804","AT5G23860","all",45.6,81.4,92.7,112,183,182,0.208,0.263,0.264,0.364,0.423,0.418,0.244,0.396,1.14,6.86,113,4.41e-06,0.000555,0.104,"BL-BRZ","TUBB8",NA,NA,"Up","all_Up"
"805","AT5G23980","all",0.355,1.34,2.58,0.118,0.396,0.36,0.0028,0.0109,0.0163,0.000715,0.00365,0.00408,0.00936,0.00247,-2.18,-0.205,43.9,0.000145,0.00395,1,"BL-BRZ","FRO4",NA,NA,"Down","all_Down"
"806","AT5G24090","all",17.9,20,21.3,16,11.1,12.2,0.123,0.112,0.128,0.117,0.0846,0.0823,0.119,0.0985,-0.601,4.04,16.6,0.00338,0.0282,1,"BL-BRZ","CHIB1",NA,NA,"Down","all_Down"
"807","AT5G24100","all",28.7,21.2,19.5,43,34,42.6,0.185,0.146,0.164,0.249,0.244,0.267,0.164,0.252,0.802,4.98,43.1,0.000156,0.00413,1,"BL-BRZ","AT5G24100",NA,NA,"Up","all_Up"
"808","AT5G24110","all",3.42,2.28,3.52,2.47,1.42,1.42,0.0282,0.0194,0.0234,0.0157,0.0115,0.0117,0.0234,0.0134,-0.835,1.28,15.4,0.00417,0.0323,1,"BL-BRZ","WRKY30","WRKY30","WRKY DNA-binding protein 30","Down","all_Down"
"809","AT5G24140","all",51.4,33.4,42.8,25.4,12.2,21.6,0.139,0.0879,0.112,0.0926,0.0526,0.0644,0.112,0.0732,-1.12,4.96,31.1,0.000474,0.00803,1,"BL-BRZ","SQP2",NA,NA,"Down","all_Down"
"810","AT5G24165","all",32.2,23.8,19.5,47.4,34.7,47,0.196,0.173,0.183,0.278,0.29,0.316,0.183,0.291,0.797,5.09,29,0.000601,0.00937,1,"BL-BRZ","AT5G24165",NA,NA,"Up","all_Up"
"811","AT5G24230","all",1.72,1.55,1.78,3.17,4.09,5.33,0.0193,0.0166,0.0224,0.0291,0.0448,0.0559,0.0189,0.0407,1.3,1.56,45.4,0.00013,0.00369,1,"BL-BRZ","AT5G24230",NA,NA,"Up","all_Up"
"812","AT5G24240","all",0.731,1.27,1.19,1.38,1.67,2.49,0.00919,0.0145,0.0171,0.0136,0.0223,0.0294,0.0133,0.0203,0.801,0.557,15.3,0.00423,0.0325,1,"BL-BRZ","PI4KG3",NA,NA,"Up","all_Up"
"813","AT5G24330","all",1.3,2.88,2.37,2.04,4.85,4.59,0.0116,0.0205,0.0173,0.0161,0.0359,0.0307,0.0166,0.0259,0.782,1.6,27.1,0.000752,0.0109,1,"BL-BRZ","ATXR6","ATXR6","TRITHORAX-RELATED PROTEIN 6","Up","all_Up"
"814","AT5G24380","all",2.19,1.69,2.51,0.865,0.663,1.14,0.016,0.0163,0.0246,0.00684,0.00935,0.0131,0.0182,0.0092,-1.26,0.607,25.1,0.000961,0.0125,1,"BL-BRZ","YSL2",NA,NA,"Down","all_Down"
"815","AT5G24580","all",35.7,25,26.9,70.1,45.3,44.6,0.132,0.0974,0.0993,0.204,0.173,0.177,0.11,0.188,0.853,5.37,83.2,1.41e-05,0.001,0.329,"BL-BRZ","HIPP09",NA,NA,"Up","all_Up"
"816","AT5G24640","all",52,6.16,6.8,3.18,1.56,1.53,0.207,0.0305,0.0364,0.02,0.00832,0.0101,0.0937,0.0139,-2.75,3.57,55,6.52e-05,0.0025,1,"BL-BRZ","AT5G24640",NA,NA,"Down","all_Down"
"817","AT5G24825","all",0.197,0.18,0.243,0.354,0.506,0.808,0.00253,0.00225,0.00393,0.00306,0.00686,0.0106,0.00275,0.00615,1.39,-1.33,16.9,0.00318,0.027,1,"BL-BRZ","MIR169B",NA,NA,"Up","all_Up"
"818","AT5G24910","all",5.33,4.56,4.4,8.19,6.59,8.3,0.0503,0.0399,0.0484,0.066,0.07,0.0809,0.0455,0.071,0.694,2.64,26.3,0.000823,0.0115,1,"BL-BRZ","CYP714A1",NA,NA,"Up","all_Up"
"819","AT5G24930","all",54.6,41.4,47.4,34.5,22.2,22.3,0.343,0.266,0.308,0.239,0.212,0.209,0.303,0.223,-0.884,5.21,65.2,3.49e-05,0.00171,0.81,"BL-BRZ","COL4","COL4","zinc finger CONSTANS-like protein","Down","all_Down"
"820","AT5G25120","all",2.72,0.736,0.693,0.462,0.156,0.349,0.0237,0.00721,0.00963,0.0046,0.00204,0.00372,0.0136,0.00359,-1.92,-0.194,31.2,0.000469,0.00797,1,"BL-BRZ","CYP71B11",NA,NA,"Down","all_Down"
"821","AT5G25210","all",12.8,15.8,15.1,8.88,10.2,8.15,0.0901,0.103,0.103,0.0601,0.0767,0.0633,0.0987,0.066,-0.679,3.57,29.1,0.000592,0.00928,1,"BL-BRZ","AT5G25210",NA,NA,"Down","all_Down"
"822","AT5G25240","all",2.51,3.21,3.42,6.88,8.29,10.9,0.0266,0.0308,0.035,0.0516,0.0799,0.0924,0.0303,0.0706,1.51,2.56,106,5.6e-06,0.000603,0.131,"BL-BRZ","AT5G25240",NA,NA,"Up","all_Up"
"823","AT5G25340","all",2.12,1.68,1.91,1.64,0.819,1.11,0.0241,0.0194,0.0265,0.0159,0.0117,0.0154,0.0227,0.0145,-0.711,0.646,12.1,0.00796,0.0495,1,"BL-BRZ","AT5G25340",NA,NA,"Down","all_Down"
"824","AT5G25350","all",3.71,1.27,1.54,2.5,0.69,0.71,0.0442,0.0161,0.0232,0.0239,0.0104,0.00993,0.0276,0.0162,-0.842,0.813,21.6,0.00153,0.0168,1,"BL-BRZ","EBF2",NA,NA,"Down","all_Down"
"825","AT5G25460","all",146,177,195,96.9,58.5,69,0.3,0.345,0.337,0.3,0.258,0.253,0.328,0.275,-1.23,6.95,39.8,0.000206,0.00493,1,"BL-BRZ","AT5G25460",NA,NA,"Down","all_Down"
"826","AT5G25560","all",21.5,17.5,18.9,13.6,10.4,11.7,0.21,0.158,0.198,0.124,0.13,0.138,0.186,0.129,-0.697,3.97,45.7,0.000126,0.00364,1,"BL-BRZ","AT5G25560",NA,NA,"Down","all_Down"
"827","AT5G26080","all",5.73,8.81,17.8,2.25,3.29,3.14,0.0225,0.0241,0.035,0.0108,0.0121,0.0124,0.0261,0.0116,-1.82,2.77,45,0.000134,0.00376,1,"BL-BRZ","AT5G26080",NA,NA,"Down","all_Down"
"828","AT5G26290","all",59.2,51.5,55.6,17.8,18.4,15.1,0.242,0.196,0.175,0.104,0.105,0.0968,0.207,0.103,-1.69,5.18,248,1.97e-07,0.000111,0.00466,"BL-BRZ","AT5G26290",NA,NA,"Down","all_Down"
"829","AT5G26310","all",5.59,9.87,11.6,12.9,12.1,18.5,0.0373,0.0476,0.0584,0.0569,0.0575,0.0736,0.0465,0.0613,0.739,3.56,13.3,0.00625,0.0422,1,"BL-BRZ","UGT72E3",NA,NA,"Up","all_Up"
"830","AT5G26740","all",59.5,48.3,46.6,87.6,76.7,85.4,0.353,0.306,0.351,0.434,0.45,0.465,0.333,0.446,0.7,6.07,47.6,0.00011,0.00335,1,"BL-BRZ","AT5G26740",NA,NA,"Up","all_Up"
"831","AT5G26730","all",14.3,19.6,21.1,17,37.3,46.6,0.0668,0.102,0.115,0.0757,0.168,0.183,0.093,0.131,0.785,4.7,20.7,0.00174,0.0183,1,"BL-BRZ","AT5G26730",NA,NA,"Up","all_Up"
"832","AT5G26790","all",0.652,0.992,0.82,2.06,4.03,4.54,0.00759,0.0106,0.0108,0.0172,0.0422,0.0435,0.00959,0.0315,2.05,1.14,116,3.97e-06,0.000517,0.0933,"BL-BRZ","AT5G26790",NA,NA,"Up","all_Up"
"833","AT5G26930","all",1.88,2.7,2.61,3.69,5.38,4.63,0.0106,0.0136,0.0136,0.0175,0.0251,0.0245,0.0126,0.0216,0.934,1.81,45.7,0.000127,0.00365,1,"BL-BRZ","GATA23","GATA23","GATA transcription factor 23","Up","all_Up"
"834","AT5G27030","all",46.6,30.3,32.6,23.7,15.3,14.9,0.345,0.228,0.275,0.171,0.148,0.137,0.28,0.156,-1.03,4.77,133,2.32e-06,0.000421,0.0546,"BL-BRZ","TPR3",NA,NA,"Down","all_Down"
"835","AT5G27730","all",10.2,12.6,13.8,7.19,7.77,7.86,0.106,0.109,0.133,0.0668,0.0881,0.091,0.114,0.0795,-0.671,3.31,33.5,0.000371,0.00692,1,"BL-BRZ","AT5G27730",NA,NA,"Down","all_Down"
"836","AT5G28510","all",3.25,14.6,20.5,0.934,2.37,2.83,0.0142,0.0358,0.0385,0.00592,0.00789,0.00993,0.0289,0.00754,-2.47,2.89,111,4.66e-06,0.000566,0.109,"BL-BRZ","BGLU24",NA,NA,"Down","all_Down"
"837","AT5G28770","all",9.19,9.97,8.85,20.1,23.7,27.5,0.0944,0.0988,0.101,0.163,0.23,0.255,0.0978,0.207,1.34,4.05,122,3.29e-06,0.000484,0.0775,"BL-BRZ","BZIP63","BZO2H3","bZIP transcription factor family protein","Up","all_Up"
"838","AT5G28960","all",0.00987,0.0684,0.104,0.147,0.23,0.229,0.000133,0.000902,0.00177,0.00143,0.00307,0.00266,0.000838,0.00224,1.84,-2.73,12.8,0.00689,0.045,1,"BL-BRZ","AT5G28960",NA,NA,"Up","all_Up"
"839","AT5G33355","all",2.14,0.607,0.601,1.22,0.138,0.186,0.0201,0.00699,0.00904,0.0109,0.0019,0.00266,0.0121,0.00606,-1.43,-0.257,24.3,0.00106,0.0133,1,"BL-BRZ","AT5G33355",NA,NA,"Down","all_Down"
"840","AT5G34871","all",10.4,31.2,19.9,7.08,16.8,13.3,0.0694,0.113,0.0727,0.0512,0.0746,0.0717,0.0883,0.0636,-0.697,4.04,15.3,0.00426,0.0327,1,"BL-BRZ","AT5G34871",NA,NA,"Down","all_Down"
"841","AT5G35190","all",84.6,59.2,89.3,45.9,40,50,0.0816,0.0491,0.0525,0.074,0.0351,0.0346,0.0613,0.052,-0.776,5.94,22.2,0.00141,0.0159,1,"BL-BRZ","AT5G35190",NA,NA,"Down","all_Down"
"842","AT5G35525","all",14.5,6.88,5.32,19.7,18.8,18,0.099,0.0549,0.0525,0.104,0.127,0.121,0.0698,0.115,1.2,3.8,27.2,0.00074,0.0108,1,"BL-BRZ","PCR3",NA,NA,"Up","all_Up"
"843","AT5G35732","all",7.2,8.23,11.8,13.4,16,18,0.0535,0.0544,0.0771,0.0775,0.102,0.116,0.0595,0.0946,0.806,3.64,28.7,0.000621,0.00957,1,"BL-BRZ","AT5G35732",NA,NA,"Up","all_Up"
"844","AT5G35740","all",51.3,76.6,86.3,95.1,166,159,0.197,0.189,0.187,0.295,0.326,0.283,0.191,0.302,0.962,6.72,91.1,9.97e-06,0.000823,0.233,"BL-BRZ","AT5G35740",NA,NA,"Up","all_Up"
"845","AT5G35750","all",8.49,7.14,7.06,13.4,10.9,12.1,0.0884,0.0734,0.0887,0.106,0.124,0.142,0.0822,0.121,0.683,3.3,38.9,0.000223,0.00522,1,"BL-BRZ","AHK2","HK2","histidine kinase 2","Up","all_Up"
"846","AT5G35940","all",199,191,187,105,115,108,0.42,0.306,0.278,0.357,0.279,0.256,0.34,0.307,-0.817,7.24,69.2,2.8e-05,0.00153,0.652,"BL-BRZ","JAL41",NA,NA,"Down","all_Down"
"847","AT5G36180","all",52.3,56.2,76.4,17.4,12.4,20.2,0.183,0.156,0.187,0.0757,0.066,0.0788,0.173,0.0735,-1.88,5.29,82.8,1.43e-05,0.00102,0.334,"BL-BRZ","SCPL1",NA,NA,"Down","all_Down"
"848","AT5G37070","all",11.1,11,13.4,5.78,6.02,7.11,0.118,0.102,0.142,0.0521,0.0716,0.0802,0.117,0.0652,-0.907,3.18,47.3,0.000112,0.00339,1,"BL-BRZ","AT5G37070",NA,NA,"Down","all_Down"
"849","AT5G37485","all",1.02,0.984,1.04,1.84,1.8,2.15,0.00998,0.0105,0.012,0.016,0.0218,0.0239,0.0107,0.0198,0.928,0.576,29.2,0.000584,0.00921,1,"BL-BRZ","AT5G37485",NA,NA,"Up","all_Up"
"850","AT5G37500","all",12.8,13,13,6.66,6.27,5.73,0.114,0.108,0.121,0.0568,0.0717,0.0647,0.113,0.0634,-1.05,3.26,86.3,1.23e-05,0.000943,0.287,"BL-BRZ","GORK",NA,NA,"Down","all_Down"
"851","AT5G37660","all",19.7,14.2,14.1,30.7,28.1,32.3,0.0477,0.0379,0.0401,0.052,0.0573,0.0679,0.0418,0.0576,0.94,4.54,59.2,4.98e-05,0.00211,1,"BL-BRZ","CRRSP60",NA,NA,"Up","all_Up"
"852","AT5G37750","all",13.4,10.6,13.4,19.9,20.1,19.4,0.113,0.0794,0.112,0.13,0.138,0.136,0.099,0.134,0.671,4.01,32.9,0.000393,0.00719,1,"BL-BRZ","AT5G37750",NA,NA,"Up","all_Up"
"853","AT5G38020","all",4.93,6.7,9.9,1.36,0.893,3.85,0.0224,0.0199,0.0366,0.00807,0.00453,0.0112,0.0247,0.00777,-1.83,2.21,17.1,0.00308,0.0263,1,"BL-BRZ","AT5G38020",NA,NA,"Down","all_Down"
"854","AT5G38030","all",10,9.02,10.4,4,2.94,4.37,0.0769,0.0538,0.0723,0.033,0.027,0.0287,0.0663,0.0301,-1.38,2.77,67.2,3.13e-05,0.00161,0.726,"BL-BRZ","DTX30",NA,NA,"Down","all_Down"
"855","AT5G38100","all",2.9,3.99,6.11,8.25,12,14.6,0.0319,0.0379,0.0594,0.0663,0.11,0.118,0.0409,0.0927,1.43,3,65.1,3.52e-05,0.00172,0.817,"BL-BRZ","AT5G38100",NA,NA,"Up","all_Up"
"856","AT5G38310","all",0.346,0.24,0.381,0.059,0.046,0.0873,0.00359,0.00237,0.00413,0.000409,0.000584,0.00142,0.00321,0.000718,-2.31,-2.25,29.6,0.000564,0.00902,1,"BL-BRZ","AT5G38310",NA,NA,"Down","all_Down"
