"","gene","cluster_id","sc_122.cpm","sc_126.cpm","sc_124.cpm","sc_128.cpm","sc_122.frq","sc_126.frq","sc_124.frq","sc_128.frq","WT.frq","df1.frq","logFC","logCPM","F","p_val","p_adj.loc","p_adj.glb","contrast","Name","TF_Name","Description","up_dn_label","clust_up_dn"
"1562","AT5G57625","Maturation_Cortex",27.7,27.8,19.9,2.17,0.173,0.228,0.143,0.036,0.193,0.106,-1.58,4.32,18.6,1.66e-05,0.00457,1,"df1-WT","AT5G57625",NA,NA,"Down","Maturation_Cortex_Down"
"1563","AT5G58670","Maturation_Cortex",15.7,12.8,30.5,48.7,0.0738,0.0759,0.143,0.297,0.0746,0.196,1.42,4.84,17,3.83e-05,0.00825,1,"df1-WT","PLC1",NA,NA,"Up","Maturation_Cortex_Up"
"1564","AT5G60950","Maturation_Cortex",60.7,44.8,30.5,17.8,0.262,0.266,0.195,0.225,0.263,0.206,-1.15,5.29,12.3,0.000444,0.0491,1,"df1-WT","COBL5",NA,NA,"Down","Maturation_Cortex_Down"
"1565","AT5G62360","Maturation_Cortex",35.6,39.2,33.2,5.22,0.0996,0.101,0.0857,0.045,0.1,0.0717,-1.23,4.85,12.7,0.000372,0.045,1,"df1-WT","AT5G62360",NA,NA,"Down","Maturation_Cortex_Down"
"1566","AT5G64040","Maturation_Cortex",28.8,27.1,10.5,12.2,0.137,0.165,0.0762,0.189,0.147,0.115,-1.29,4.35,13.5,0.000234,0.0319,1,"df1-WT","PSAN",NA,NA,"Down","Maturation_Cortex_Down"
"1567","AT5G64120","Maturation_Cortex",287,271,225,59.6,0.546,0.449,0.338,0.378,0.51,0.352,-1.24,7.72,14.2,0.000166,0.0256,1,"df1-WT","PER71",NA,NA,"Down","Maturation_Cortex_Down"
"1568","AT5G66650","Maturation_Cortex",59.7,45.6,23.3,14.4,0.17,0.127,0.138,0.144,0.154,0.14,-1.5,5.18,20.3,6.55e-06,0.00212,1,"df1-WT","AT5G66650",NA,NA,"Down","Maturation_Cortex_Down"
"1569","AT5G66985","Maturation_Cortex",40.3,54.1,76.4,161,0.144,0.19,0.162,0.468,0.161,0.268,1.25,6.41,15.3,9.13e-05,0.0164,1,"df1-WT","AT5G66985",NA,NA,"Up","Maturation_Cortex_Up"
"1570","AT3G01970","Maturation_Cortex",4.71,6.41,5.54,33.5,0.0332,0.0443,0.0333,0.243,0.0373,0.106,1.54,3.84,12.4,0.000435,0.0489,1,"df1-WT","WRKY45","WRKY45","WRKY DNA-binding protein 45","Up","Maturation_Cortex_Up"
"1571","AT3G04070","Maturation_Cortex",39.8,47.7,77,119,0.125,0.133,0.148,0.342,0.128,0.215,1.14,6.18,12.6,0.00038,0.0454,1,"df1-WT","NAC047","NAC047","NAC domain containing protein 47","Up","Maturation_Cortex_Up"
"1572","AT3G04720","Maturation_Cortex",173,137,82,62.6,0.443,0.456,0.295,0.333,0.448,0.308,-1.11,6.84,12.5,0.000403,0.0469,1,"df1-WT","HEL",NA,NA,"Down","Maturation_Cortex_Down"
"1573","AT3G05920","Maturation_Cortex",41.3,34.9,17.7,12.2,0.214,0.234,0.148,0.216,0.221,0.171,-1.36,4.77,16.3,5.53e-05,0.0108,1,"df1-WT","HIPP43",NA,NA,"Down","Maturation_Cortex_Down"
"1574","AT3G08030","Maturation_Cortex",37.7,32,17.7,10.4,0.203,0.196,0.114,0.189,0.2,0.14,-1.33,4.65,15.4,8.91e-05,0.0161,1,"df1-WT","AT3G08030",NA,NA,"Down","Maturation_Cortex_Down"
"1575","AT3G09925","Maturation_Cortex",52.3,29.9,25.5,4.78,0.185,0.19,0.167,0.0991,0.186,0.143,-1.64,4.85,22.3,2.38e-06,0.00103,1,"df1-WT","AT3G09925",NA,NA,"Down","Maturation_Cortex_Down"
"1576","AT3G10670","Maturation_Cortex",7.85,12.8,17.7,34.8,0.0443,0.0949,0.119,0.333,0.0629,0.193,1.32,4.31,12.8,0.000339,0.0415,1,"df1-WT","ABCI6",NA,NA,"Up","Maturation_Cortex_Up"
"1577","AT3G11410","Maturation_Cortex",131,152,80.9,33.5,0.288,0.266,0.262,0.297,0.28,0.274,-1.42,6.64,19.4,1.05e-05,0.00308,1,"df1-WT","PP2CA",NA,NA,"Down","Maturation_Cortex_Down"
"1578","AT3G11550","Maturation_Cortex",78,33.5,13.3,4.78,0.125,0.114,0.0762,0.0811,0.121,0.0779,-2.64,5.05,52.2,5.19e-13,1.23e-09,2.72e-07,"df1-WT","CASP2",NA,NA,"Down","Maturation_Cortex_Down"
"1579","AT3G14560","Maturation_Cortex",41.9,30.6,20.5,6.52,0.181,0.247,0.119,0.0811,0.205,0.106,-1.53,4.67,19.6,9.56e-06,0.00288,1,"df1-WT","AT3G14560",NA,NA,"Down","Maturation_Cortex_Down"
"1580","AT3G19660","Maturation_Cortex",53.9,30.6,89.7,148,0.173,0.127,0.214,0.45,0.156,0.296,1.47,6.37,20.2,7.15e-06,0.00226,1,"df1-WT","AT3G19660",NA,NA,"Up","Maturation_Cortex_Up"
"1581","AT3G22620","Maturation_Cortex",49.2,37,20.5,9.13,0.103,0.146,0.133,0.117,0.119,0.128,-1.6,4.89,22.1,2.62e-06,0.00108,1,"df1-WT","AT3G22620",NA,NA,"Down","Maturation_Cortex_Down"
"1582","AT3G22830","Maturation_Cortex",226,270,167,41.8,0.351,0.506,0.405,0.297,0.408,0.368,-1.52,7.46,20.7,5.47e-06,0.00186,1,"df1-WT","HSFA6B","HSFA6B","heat shock transcription factor A6B","Down","Maturation_Cortex_Down"
"1583","AT3G23250","Maturation_Cortex",68.6,21.4,104,80.5,0.114,0.038,0.114,0.207,0.0862,0.146,1.19,6.14,13.1,0.000289,0.0373,1,"df1-WT","MYB15","MYB15","myb domain protein 15","Up","Maturation_Cortex_Up"
"1584","AT3G24670","Maturation_Cortex",36.1,28.5,20.5,7.83,0.192,0.196,0.152,0.153,0.193,0.153,-1.27,4.58,13.7,0.000217,0.0308,1,"df1-WT","AT3G24670",NA,NA,"Down","Maturation_Cortex_Down"
"1585","AT3G28550","Maturation_Cortex",137,105,92.5,26.5,0.387,0.519,0.386,0.288,0.436,0.352,-1.23,6.5,14.6,0.000132,0.0215,1,"df1-WT","AT3G28550",NA,NA,"Down","Maturation_Cortex_Down"
"1586","AT3G44990","Maturation_Cortex",346,350,231,87,0.565,0.627,0.429,0.441,0.587,0.433,-1.28,7.99,15.5,8.28e-05,0.0154,1,"df1-WT","XTH31",NA,NA,"Down","Maturation_Cortex_Down"
"1587","AT3G45010","Maturation_Cortex",74.8,65.5,31,32.2,0.299,0.342,0.195,0.243,0.315,0.212,-1.15,5.69,12.5,0.000409,0.0474,1,"df1-WT","SCPL48",NA,NA,"Down","Maturation_Cortex_Down"
"1588","AT3G45730","Maturation_Cortex",17.3,8.54,36,27.4,0.0923,0.057,0.148,0.261,0.0793,0.187,1.31,4.57,14.2,0.000169,0.0259,1,"df1-WT","AT3G45730",NA,NA,"Up","Maturation_Cortex_Up"
"1589","AT3G46080","Maturation_Cortex",26.7,17.1,11.6,5.22,0.118,0.127,0.0905,0.0541,0.121,0.0779,-1.41,4,13.6,0.000231,0.0319,1,"df1-WT","ZAT8","AT3G46080","C2H2-type zinc finger family protein","Down","Maturation_Cortex_Down"
"1590","AT3G48020","Maturation_Cortex",12.6,20.6,28.2,52.6,0.0812,0.0696,0.11,0.324,0.0769,0.184,1.26,4.91,13.7,0.000215,0.0308,1,"df1-WT","AT3G48020",NA,NA,"Up","Maturation_Cortex_Up"
"1591","AT3G50640","Maturation_Cortex",33.5,24.9,16.6,5.65,0.185,0.158,0.133,0.108,0.175,0.125,-1.48,4.38,17.2,3.33e-05,0.00771,1,"df1-WT","AT3G50640",NA,NA,"Down","Maturation_Cortex_Down"
"1592","AT3G53600","Maturation_Cortex",122,115,102,21.7,0.251,0.266,0.219,0.207,0.256,0.215,-1.24,6.5,14.4,0.000148,0.0234,1,"df1-WT","AT3G53600","AT3G53600","C2H2-type zinc finger family protein","Down","Maturation_Cortex_Down"
"1593","AT3G54580","Maturation_Cortex",46.6,39.2,27.7,8.26,0.188,0.278,0.157,0.126,0.221,0.146,-1.39,4.95,17,3.82e-05,0.00825,1,"df1-WT","AT3G54580",NA,NA,"Down","Maturation_Cortex_Down"
"1594","AT3G54590","Maturation_Cortex",26.7,19.9,13.8,4.35,0.111,0.152,0.0905,0.0811,0.126,0.0872,-1.45,4.08,14.8,0.000121,0.0202,1,"df1-WT","EXT2",NA,NA,"Down","Maturation_Cortex_Down"
"1595","AT3G56210","Maturation_Cortex",18.8,25.6,69.8,122,0.111,0.133,0.329,0.631,0.119,0.433,2.07,5.93,37.1,1.13e-09,1.53e-06,0.000592,"df1-WT","AT3G56210",NA,NA,"Up","Maturation_Cortex_Up"
"1596","AT3G62100","Maturation_Cortex",61.8,81.9,77,4.78,0.155,0.152,0.11,0.045,0.154,0.0872,-1.43,5.82,15.4,8.66e-05,0.0158,1,"df1-WT","IAA30","IAA30","indole-3-acetic acid inducible 30","Down","Maturation_Cortex_Down"
"1597","AT3G63060","Maturation_Cortex",25.1,16.4,11.1,3.91,0.0996,0.101,0.0762,0.0631,0.1,0.0717,-1.53,3.9,15,0.000107,0.0179,1,"df1-WT","EDL3",NA,NA,"Down","Maturation_Cortex_Down"
"1598","AT2G01180","Maturation_Cortex",50.2,49.1,32.7,13.5,0.214,0.222,0.176,0.216,0.217,0.19,-1.19,5.21,13,0.000309,0.0389,1,"df1-WT","ATPAP1",NA,NA,"Down","Maturation_Cortex_Down"
"1599","AT2G04805","Maturation_Cortex",5.76,3.56,15,25.7,0.0369,0.0253,0.081,0.207,0.0326,0.125,2.03,3.82,22.2,2.53e-06,0.00107,1,"df1-WT","AT2G04805",NA,NA,"Up","Maturation_Cortex_Up"
"1600","AT2G05380","Maturation_Cortex",19.9,12.8,28.2,113,0.0443,0.0316,0.1,0.207,0.0396,0.137,1.8,5.52,25.1,5.6e-07,0.000367,0.293,"df1-WT","GRP3S",NA,NA,"Up","Maturation_Cortex_Up"
"1601","AT2G06850","Maturation_Cortex",91.6,68.3,48.7,25.2,0.343,0.323,0.224,0.306,0.336,0.252,-1.16,5.89,12.9,0.00033,0.0409,1,"df1-WT","XTH4",NA,NA,"Down","Maturation_Cortex_Down"
"1602","AT2G14890","Maturation_Cortex",88.4,101,60.9,15.7,0.369,0.411,0.286,0.27,0.385,0.28,-1.53,6.06,20.9,4.86e-06,0.00171,1,"df1-WT","AGP9",NA,NA,"Down","Maturation_Cortex_Down"
"1603","AT2G21045","Maturation_Cortex",129,128,82,30.9,0.55,0.684,0.452,0.459,0.599,0.455,-1.32,6.54,17.1,3.63e-05,0.00801,1,"df1-WT","HAC1",NA,NA,"Down","Maturation_Cortex_Down"
"1604","AT2G21640","Maturation_Cortex",78,43.4,114,203,0.218,0.127,0.267,0.55,0.184,0.364,1.36,6.8,17.4,3.1e-05,0.00727,1,"df1-WT","AT2G21640",NA,NA,"Up","Maturation_Cortex_Up"
"1605","AT2G26190","Maturation_Cortex",21.5,32,11.1,10,0.111,0.19,0.081,0.171,0.14,0.112,-1.33,4.26,13.7,0.00021,0.0305,1,"df1-WT","IQM4",NA,NA,"Down","Maturation_Cortex_Down"
"1606","AT2G26690","Maturation_Cortex",51.8,73.3,29.9,20.9,0.244,0.31,0.176,0.297,0.268,0.218,-1.3,5.47,15.6,7.85e-05,0.0148,1,"df1-WT","NPF6.2",NA,NA,"Down","Maturation_Cortex_Down"
"1607","AT2G28120","Maturation_Cortex",35.6,67.6,28.8,13.9,0.199,0.304,0.138,0.225,0.238,0.168,-1.27,5.2,14.3,0.000159,0.0248,1,"df1-WT","AT2G28120",NA,NA,"Down","Maturation_Cortex_Down"
"1608","AT2G34600","Maturation_Cortex",115,94.7,101,15.7,0.151,0.152,0.124,0.18,0.152,0.143,-1.26,6.36,14.4,0.000148,0.0234,1,"df1-WT","TIFY 5B","JAZ7","jasmonate-zim-domain protein 7","Down","Maturation_Cortex_Down"
"1609","AT2G34880","Maturation_Cortex",0,76.9,0,0,0,0.411,0,0,0.152,0,-9.31,4.18,104,2.9e-24,2.76e-20,1.52e-18,"df1-WT","JMJ15","MEE27","Transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein","Down","Maturation_Cortex_Down"
"1610","AT2G34910","Maturation_Cortex",16.7,23.5,7.75,2.61,0.118,0.184,0.0619,0.0541,0.142,0.0592,-2,3.71,22.5,2.12e-06,0.00096,1,"df1-WT","AT2G34910",NA,NA,"Down","Maturation_Cortex_Down"
"1611","AT2G36100","Maturation_Cortex",318,106,82.5,12.2,0.303,0.278,0.319,0.216,0.294,0.283,-2.44,7.03,52.3,4.88e-13,1.23e-09,2.56e-07,"df1-WT","CASP1",NA,NA,"Down","Maturation_Cortex_Down"
"1612","AT2G37130","Maturation_Cortex",361,353,205,102,0.642,0.709,0.519,0.568,0.667,0.536,-1.3,8,16.2,5.7e-05,0.0111,1,"df1-WT","PER21",NA,NA,"Down","Maturation_Cortex_Down"
"1613","AT2G38400","Maturation_Cortex",33,16.4,10.5,8.26,0.125,0.0886,0.0762,0.135,0.112,0.0966,-1.34,4.17,13.2,0.000278,0.0364,1,"df1-WT","AGT3",NA,NA,"Down","Maturation_Cortex_Down"
"1614","AT2G39010","Maturation_Cortex",28.8,21.4,6.65,7.83,0.144,0.158,0.0524,0.117,0.149,0.0748,-1.76,4.08,21.6,3.46e-06,0.00131,1,"df1-WT","PIP2-6",NA,NA,"Down","Maturation_Cortex_Down"
"1615","AT2G44080","Maturation_Cortex",13.6,21.4,29.4,73.5,0.0849,0.139,0.152,0.414,0.105,0.243,1.47,5.18,18.3,1.93e-05,0.0051,1,"df1-WT","ARL",NA,NA,"Up","Maturation_Cortex_Up"
"1616","AT2G44840","Maturation_Cortex",52.9,38.4,35.4,7.39,0.181,0.12,0.162,0.0991,0.159,0.14,-1.32,5.1,15.1,0.000102,0.0173,1,"df1-WT","ERF13","ERF13","ethylene-responsive element binding factor 13","Down","Maturation_Cortex_Down"
"1617","AT4G00680","Maturation_Cortex",24.1,35.6,16.6,3.48,0.148,0.259,0.124,0.0541,0.189,0.0997,-1.69,4.34,21.5,3.52e-06,0.00131,1,"df1-WT","ADF8",NA,NA,"Down","Maturation_Cortex_Down"
"1618","AT4G01360","Maturation_Cortex",53.4,52,23.8,15.7,0.122,0.0949,0.119,0.135,0.112,0.125,-1.44,5.2,18.8,1.48e-05,0.00412,1,"df1-WT","AT4G01360",NA,NA,"Down","Maturation_Cortex_Down"
"1619","AT4G01480","Maturation_Cortex",239,274,165,60.5,0.749,0.873,0.738,0.649,0.795,0.707,-1.34,7.53,16.9,3.87e-05,0.00825,1,"df1-WT","PPA5",NA,NA,"Down","Maturation_Cortex_Down"
"1620","AT4G02270","Maturation_Cortex",39.8,49.8,31,8.7,0.218,0.31,0.21,0.171,0.252,0.196,-1.32,5.03,15.2,9.87e-05,0.0169,1,"df1-WT","RHS13",NA,NA,"Down","Maturation_Cortex_Down"
"1621","AT4G02970","Maturation_Cortex",5.23,2.85,12.2,23.5,0.0332,0.0253,0.0667,0.234,0.0303,0.125,2.02,3.66,19.9,8.31e-06,0.00254,1,"df1-WT","AT7SL-1",NA,NA,"Up","Maturation_Cortex_Up"
"1622","AT4G04620","Maturation_Cortex",46.1,41.3,101,158,0.199,0.158,0.262,0.505,0.184,0.346,1.53,6.47,22.5,2.12e-06,0.00096,1,"df1-WT","ATG8B",NA,NA,"Up","Maturation_Cortex_Up"
"1623","AT4G09990","Maturation_Cortex",29.8,23.5,16.6,4.35,0.17,0.184,0.133,0.0721,0.175,0.112,-1.47,4.27,16.3,5.35e-05,0.0108,1,"df1-WT","GXM2",NA,NA,"Down","Maturation_Cortex_Down"
"1624","AT4G11280","Maturation_Cortex",58.6,35.6,31,8.26,0.111,0.101,0.133,0.135,0.107,0.134,-1.41,5.09,17.4,2.98e-05,0.00718,1,"df1-WT","ACS6",NA,NA,"Down","Maturation_Cortex_Down"
"1625","AT4G13580","Maturation_Cortex",51.3,22.8,18.3,6.09,0.114,0.133,0.0857,0.0991,0.121,0.0903,-1.65,4.67,21.9,2.86e-06,0.00116,1,"df1-WT","DIR18",NA,NA,"Down","Maturation_Cortex_Down"
"1626","AT4G14550","Maturation_Cortex",28.3,25.6,13.3,8.26,0.162,0.203,0.0905,0.162,0.177,0.115,-1.34,4.29,14.1,0.000171,0.026,1,"df1-WT","IAA14","IAA14","indole-3-acetic acid inducible 14","Down","Maturation_Cortex_Down"
"1627","AT4G22010","Maturation_Cortex",26.2,23.5,12.7,4.78,0.122,0.133,0.0905,0.0811,0.126,0.0872,-1.57,4.12,17.7,2.61e-05,0.0066,1,"df1-WT","sks4",NA,NA,"Down","Maturation_Cortex_Down"
"1628","AT4G23550","Maturation_Cortex",15.7,17.8,32.7,50.9,0.0738,0.0823,0.105,0.225,0.0769,0.146,1.29,4.95,14.4,0.000151,0.0236,1,"df1-WT","WRKY29","WRKY29","WRKY family transcription factor","Up","Maturation_Cortex_Up"
"1629","AT4G23690","Maturation_Cortex",56.5,24.9,19.4,10.4,0.137,0.114,0.11,0.117,0.128,0.112,-1.41,4.85,17.1,3.62e-05,0.00801,1,"df1-WT","DIR6",NA,NA,"Down","Maturation_Cortex_Down"
"1630","AT4G25820","Maturation_Cortex",60.2,57.7,37.1,4.78,0.269,0.373,0.267,0.0811,0.308,0.202,-1.83,5.33,27.7,1.43e-07,0.000101,0.0748,"df1-WT","XTH14",NA,NA,"Down","Maturation_Cortex_Down"
"1631","AT4G26110","Maturation_Cortex",16.2,14.2,41,29.6,0.0812,0.0949,0.171,0.279,0.0862,0.209,1.2,4.73,12.4,0.00043,0.0489,1,"df1-WT","NAP1;1",NA,NA,"Up","Maturation_Cortex_Up"
"1632","AT4G30290","Maturation_Cortex",174,161,134,26.1,0.399,0.323,0.3,0.261,0.371,0.287,-1.42,6.95,18.5,1.72e-05,0.00466,1,"df1-WT","XTH19",NA,NA,"Down","Maturation_Cortex_Down"
"1633","AT4G30320","Maturation_Cortex",25.1,17.8,11.1,3.91,0.111,0.139,0.0762,0.0631,0.121,0.0717,-1.58,3.93,16.3,5.41e-05,0.0108,1,"df1-WT","AT4G30320",NA,NA,"Down","Maturation_Cortex_Down"
"1634","AT4G31800","Maturation_Cortex",402,512,409,21.3,0.351,0.329,0.286,0.234,0.343,0.268,-2.1,8.39,27.4,1.67e-07,0.000113,0.0871,"df1-WT","WRKY18","WRKY18","WRKY DNA-binding protein 18","Down","Maturation_Cortex_Down"
"1635","AT4G33120","Maturation_Cortex",39.8,43.4,24.4,10.4,0.232,0.272,0.19,0.189,0.247,0.19,-1.33,4.91,15.6,7.8e-05,0.0148,1,"df1-WT","AT4G33120",NA,NA,"Down","Maturation_Cortex_Down"
"1636","AT4G37370","Maturation_Cortex",100,77.6,56.5,27.4,0.247,0.31,0.238,0.252,0.27,0.243,-1.15,6.05,12.8,0.000339,0.0415,1,"df1-WT","CYP81D8",NA,NA,"Down","Maturation_Cortex_Down"
"1637","AT4G38620","Maturation_Cortex",51.8,79.7,43.2,17.4,0.125,0.0949,0.124,0.234,0.114,0.162,-1.19,5.59,12.7,0.000365,0.0444,1,"df1-WT","MYB4","MYB4","myb domain protein 4","Down","Maturation_Cortex_Down"
"1638","AT4G39780","Maturation_Cortex",36.6,25.6,70.3,115,0.133,0.139,0.214,0.387,0.135,0.274,1.53,6,21.3,3.89e-06,0.0014,1,"df1-WT","ERF060","AT4G39780","Integrase-type DNA-binding superfamily protein","Up","Maturation_Cortex_Up"
"1639","AT4G40090","Maturation_Cortex",76.9,81.2,49.8,12.2,0.362,0.513,0.319,0.189,0.417,0.274,-1.57,5.79,21.7,3.2e-06,0.00124,1,"df1-WT","AGP3",NA,NA,"Down","Maturation_Cortex_Down"
"1640","ATCG00450","Maturation_Cortex",0,0,0,89.2,0,0,0,0.667,0,0.231,9.12,4.65,89.3,3.72e-21,2.36e-17,1.95e-15,"df1-WT","TRNV.1",NA,NA,"Up","Maturation_Cortex_Up"
"1641","AT1G32010","Maturation_Endodermis",0,0,0,134,0,0,0,0.453,0,0.171,10.4,5.08,54.4,1.68e-13,3.25e-09,8.8e-08,"df1-WT","AT1G32010",NA,NA,"Up","Maturation_Endodermis_Up"
"1642","AT2G34880","Maturation_Endodermis",0,69.9,0,0,0,0.418,0,0,0.191,0,-8.87,4.22,42.9,5.97e-11,5.77e-07,3.13e-05,"df1-WT","JMJ15","MEE27","Transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein","Down","Maturation_Endodermis_Down"
"1643","AT4G04223","Maturation_Endodermis",2.79,2.06,16,19,0.0159,0.0188,0.0925,0.113,0.0172,0.1,2.84,3.44,17.7,2.57e-05,0.0498,1,"df1-WT","AT4G04223",NA,NA,"Up","Maturation_Endodermis_Up"
"1644","ATCG00450","Maturation_Endodermis",0,0,0,50,0,0,0,0.32,0,0.121,8.98,3.69,40.4,2.08e-10,1.34e-06,0.000109,"df1-WT","TRNV.1",NA,NA,"Up","Maturation_Endodermis_Up"
"1645","AT1G03850","Maturation_Pericycle",26.7,19.6,14.2,10.4,0.243,0.28,0.206,0.201,0.252,0.204,-0.912,4.18,13.1,3e-04,0.0282,1,"df1-WT","AT1G03850",NA,NA,"Down","Maturation_Pericycle_Down"
"1646","AT1G05260","Maturation_Pericycle",60.4,28.7,9.2,23.7,0.189,0.234,0.162,0.132,0.199,0.149,-1.43,4.95,32.1,1.51e-08,8.82e-06,0.00792,"df1-WT","PER3",NA,NA,"Down","Maturation_Pericycle_Down"
"1647","AT1G05575","Maturation_Pericycle",11.5,2.71,14.2,27.9,0.0886,0.0935,0.132,0.151,0.0897,0.14,1.61,3.87,31,2.6e-08,1.29e-05,0.0136,"df1-WT","AT1G05575",NA,NA,"Up","Maturation_Pericycle_Up"
"1648","AT1G05680","Maturation_Pericycle",50.6,24.8,15.8,11.9,0.409,0.505,0.216,0.327,0.431,0.264,-1.38,4.71,31.8,1.74e-08,9.59e-06,0.00911,"df1-WT","UGT74E2",NA,NA,"Down","Maturation_Pericycle_Down"
"1649","AT1G06090","Maturation_Pericycle",39.7,2.71,6.36,6.93,0.143,0.112,0.113,0.201,0.136,0.152,-1.09,3.85,12.4,0.000427,0.0377,1,"df1-WT","AT1G06090",NA,NA,"Down","Maturation_Pericycle_Down"
"1650","AT1G07135","Maturation_Pericycle",94.6,26.9,73.9,152,0.354,0.29,0.534,0.541,0.339,0.537,1.03,6.45,15.8,7.22e-05,0.00868,1,"df1-WT","AT1G07135",NA,NA,"Up","Maturation_Pericycle_Up"
"1651","AT1G08440","Maturation_Pericycle",12.7,11.7,29.4,20.8,0.0571,0.14,0.147,0.101,0.0766,0.127,1.02,4.25,16.5,4.84e-05,0.00636,1,"df1-WT","ALMT2",NA,NA,"Up","Maturation_Pericycle_Up"
"1652","AT1G11670","Maturation_Pericycle",18.2,11.7,8.77,5.96,0.157,0.252,0.137,0.132,0.179,0.135,-1.01,3.53,12.1,0.000509,0.0431,1,"df1-WT","DTX36",NA,NA,"Down","Maturation_Pericycle_Down"
"1653","AT1G12090","Maturation_Pericycle",118,45.2,39.9,27.5,0.503,0.579,0.485,0.459,0.521,0.474,-1.15,5.86,23.1,1.56e-06,0.000382,0.815,"df1-WT","ELP",NA,NA,"Down","Maturation_Pericycle_Down"
"1654","AT1G12560","Maturation_Pericycle",10,14,7.23,1.92,0.0886,0.196,0.118,0.0566,0.114,0.0909,-1.49,3.11,20,7.83e-06,0.00146,1,"df1-WT","EXPA7",NA,NA,"Down","Maturation_Pericycle_Down"
"1655","AT1G14960","Maturation_Pericycle",20.7,26.6,18.6,8.08,0.24,0.383,0.319,0.208,0.274,0.27,-0.894,4.24,12.5,0.000409,0.0366,1,"df1-WT","AT1G14960",NA,NA,"Down","Maturation_Pericycle_Down"
"1656","AT1G16030","Maturation_Pericycle",27.8,19.9,80.2,38.3,0.257,0.411,0.559,0.541,0.293,0.551,1.25,5.39,27,2.05e-07,7.09e-05,0.107,"df1-WT","HSP70-5",NA,NA,"Up","Maturation_Pericycle_Up"
"1657","AT1G17380","Maturation_Pericycle",35.3,6.32,46,37.7,0.274,0.196,0.48,0.503,0.256,0.49,1.31,4.99,27.5,1.61e-07,5.81e-05,0.084,"df1-WT","TIFY11A","JAZ5","jasmonate-zim-domain protein 5","Up","Maturation_Pericycle_Up"
"1658","AT1G17420","Maturation_Pericycle",18.6,6.78,29.4,19,0.191,0.224,0.392,0.333,0.199,0.366,1.02,4.24,16.1,6e-05,0.00746,1,"df1-WT","LOX3",NA,NA,"Up","Maturation_Pericycle_Up"
"1659","AT1G18740","Maturation_Pericycle",84.2,9.94,82.4,56.9,0.314,0.196,0.397,0.421,0.287,0.408,1.09,5.88,18.5,1.67e-05,0.00286,1,"df1-WT","AT1G18740",NA,NA,"Up","Maturation_Pericycle_Up"
"1660","AT1G19020","Maturation_Pericycle",280,121,329,424,0.834,0.85,0.824,0.906,0.838,0.86,1.02,8.17,15.2,9.7e-05,0.0109,1,"df1-WT","AT1G19020",NA,NA,"Up","Maturation_Pericycle_Up"
"1661","AT1G19540","Maturation_Pericycle",17.5,43.1,13.4,17.5,0.103,0.374,0.132,0.164,0.166,0.146,-0.882,4.54,12.9,0.000327,0.03,1,"df1-WT","AT1G19540",NA,NA,"Down","Maturation_Pericycle_Down"
"1662","AT1G19770","Maturation_Pericycle",40.7,15.4,48.2,58.1,0.349,0.374,0.525,0.648,0.354,0.579,1.04,5.36,18.2,1.98e-05,0.00316,1,"df1-WT","PUP14",NA,NA,"Up","Maturation_Pericycle_Up"
"1663","AT1G20010","Maturation_Pericycle",21.1,10.8,9.86,5.77,0.229,0.271,0.167,0.176,0.239,0.171,-1.01,3.62,12.4,0.000439,0.0385,1,"df1-WT","TUBB5",NA,NA,"Down","Maturation_Pericycle_Down"
"1664","AT1G20190","Maturation_Pericycle",14.8,3.16,4.38,1.73,0.123,0.121,0.0735,0.0566,0.123,0.0661,-1.44,2.69,13.9,0.000195,0.0197,1,"df1-WT","EXPA11",NA,NA,"Down","Maturation_Pericycle_Down"
"1665","AT1G21310","Maturation_Pericycle",106,61,44.5,39.8,0.457,0.43,0.422,0.321,0.451,0.377,-0.935,5.98,15.6,7.84e-05,0.00924,1,"df1-WT","EXT3",NA,NA,"Down","Maturation_Pericycle_Down"
"1666","AT1G21528","Maturation_Pericycle",36.6,9.03,61.8,80.8,0.206,0.187,0.314,0.396,0.201,0.35,1.84,5.57,52.4,4.74e-13,5.69e-10,2.48e-07,"df1-WT","AT1G21528",NA,NA,"Up","Maturation_Pericycle_Up"
"1667","AT1G22710","Maturation_Pericycle",15,10.4,22.6,28.7,0.137,0.234,0.172,0.245,0.16,0.204,1.01,4.3,16.5,4.87e-05,0.00636,1,"df1-WT","SUC2",NA,NA,"Up","Maturation_Pericycle_Up"
"1668","AT1G23720","Maturation_Pericycle",30.1,19.6,14.2,7.5,0.231,0.346,0.176,0.182,0.258,0.179,-1.22,4.19,22.7,1.87e-06,0.000444,0.979,"df1-WT","AT1G23720",NA,NA,"Down","Maturation_Pericycle_Down"
"1669","AT1G27730","Maturation_Pericycle",105,26,147,110,0.38,0.346,0.642,0.604,0.372,0.625,1.25,6.61,25.6,4.28e-07,0.000134,0.224,"df1-WT","ZAT10","STZ","salt tolerance zinc finger","Up","Maturation_Pericycle_Up"
"1670","AT1G29640","Maturation_Pericycle",206,73.9,252,235,0.8,0.785,0.853,0.918,0.796,0.882,0.967,7.59,14.7,0.000126,0.0136,1,"df1-WT","AT1G29640",NA,NA,"Up","Maturation_Pericycle_Up"
