"","gene","cluster_id","sc_111.cpm","sc_113.cpm","sc_112.cpm","sc_114.cpm","sc_111.frq","sc_113.frq","sc_112.frq","sc_114.frq","Control.frq","BRZ.frq","logFC","logCPM","F","p_val","p_adj.loc","p_adj.glb","contrast","Name","TF_Name","Description","up_dn_label","clust_up_dn"
"1990","AT5G36180","Elongation_Atrichoblast",50.2,30,241,141,0.29,0.242,0.655,0.547,0.278,0.628,2.25,6.84,96.9,8.41e-23,5.16e-20,4.69e-17,"BRZ-Control","SCPL1",NA,NA,"Up","Elongation_Atrichoblast_Up"
"1991","AT5G37500","Elongation_Atrichoblast",3.18,4.54,8.95,16.5,0.0378,0.0701,0.0841,0.213,0.0458,0.116,1.66,2.94,19.4,1.07e-05,0.000428,1,"BRZ-Control","GORK",NA,NA,"Up","Elongation_Atrichoblast_Up"
"1992","AT5G38020","Elongation_Atrichoblast",2.34,0,99.7,22.3,0.0189,0,0.146,0.0933,0.0142,0.133,5.59,4.9,236,7.15e-53,2.81e-49,3.99e-47,"BRZ-Control","AT5G38020",NA,NA,"Up","Elongation_Atrichoblast_Up"
"1993","AT5G38030","Elongation_Atrichoblast",20.9,13.6,83.8,38.2,0.143,0.172,0.332,0.253,0.15,0.312,1.79,5.27,52.1,5.45e-13,9.38e-11,3.03e-07,"BRZ-Control","DTX30",NA,NA,"Up","Elongation_Atrichoblast_Up"
"1994","AT5G38100","Elongation_Atrichoblast",20.6,27.6,15.9,8.81,0.2,0.287,0.124,0.147,0.221,0.13,-0.896,4.29,10,0.00155,0.0278,1,"BRZ-Control","AT5G38100",NA,NA,"Down","Elongation_Atrichoblast_Down"
"1995","AT5G38200","Elongation_Atrichoblast",116,138,45.6,83.4,0.389,0.529,0.221,0.547,0.423,0.302,-1.04,6.61,21.5,3.58e-06,0.000162,1,"BRZ-Control","AT5G38200",NA,NA,"Down","Elongation_Atrichoblast_Down"
"1996","AT5G38480","Elongation_Atrichoblast",657,530,379,326,0.945,0.898,0.858,0.88,0.934,0.864,-0.749,8.89,13.3,0.00027,0.00663,1,"BRZ-Control","GRF3",NA,NA,"Down","Elongation_Atrichoblast_Down"
"1997","AT5G38530","Elongation_Atrichoblast",54.6,38.8,25.6,26.4,0.42,0.427,0.243,0.373,0.422,0.276,-0.846,5.26,11.9,0.000575,0.0124,1,"BRZ-Control","TSBtype2",NA,NA,"Down","Elongation_Atrichoblast_Down"
"1998","AT5G38940","Elongation_Atrichoblast",2.01,0.349,47.2,5.29,0.0147,0.00637,0.15,0.08,0.0126,0.133,4.45,3.72,115,1.01e-26,9.04e-24,5.65e-21,"BRZ-Control","AT5G38940",NA,NA,"Up","Elongation_Atrichoblast_Up"
"1999","AT5G38970","Elongation_Atrichoblast",4.52,4.54,15.5,7.64,0.0504,0.0573,0.137,0.133,0.0521,0.136,1.39,3.02,14.2,0.000164,0.00442,1,"BRZ-Control","CYP85A1",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2000","AT5G39040","Elongation_Atrichoblast",45.6,42.3,16.7,25.3,0.33,0.382,0.15,0.36,0.343,0.203,-1.11,5.09,19.3,1.12e-05,0.000448,1,"BRZ-Control","ABCB27",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2001","AT5G39050","Elongation_Atrichoblast",191,213,37,108,0.462,0.554,0.19,0.6,0.485,0.292,-1.65,7.12,53,3.48e-13,6.27e-11,1.94e-07,"BRZ-Control","PMAT1",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2002","AT5G39580","Elongation_Atrichoblast",6.03,3.84,36.6,70.5,0.0462,0.0701,0.142,0.28,0.0521,0.176,3.23,4.73,131,3.78e-30,3.53e-27,2.11e-24,"BRZ-Control","PER62",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2003","AT5G39610","Elongation_Atrichoblast",5.02,5.24,11.8,54.6,0.0441,0.0701,0.0885,0.373,0.0506,0.159,2.31,4.07,56.8,5.05e-14,1.09e-11,2.81e-08,"BRZ-Control","NAC92","NAC6","NAC domain containing protein 6","Up","Elongation_Atrichoblast_Up"
"2004","AT5G39740","Elongation_Atrichoblast",30.8,25.9,47.6,47,0.252,0.325,0.376,0.52,0.27,0.412,0.733,5.24,9.56,0.00199,0.0341,1,"BRZ-Control","RPL5B",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2005","AT5G40630","Elongation_Atrichoblast",14.9,10.1,26,34.1,0.0945,0.127,0.177,0.253,0.103,0.196,1.21,4.37,20.5,5.85e-06,0.000252,1,"BRZ-Control","AT5G40630",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2006","AT5G40700","Elongation_Atrichoblast",18.6,9.78,7.32,5.88,0.164,0.159,0.0796,0.0933,0.163,0.0831,-1.11,3.6,10.4,0.00123,0.0231,1,"BRZ-Control","AT5G40700",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2007","AT5G41790","Elongation_Atrichoblast",7.87,5.94,18.7,12.3,0.063,0.102,0.181,0.227,0.0727,0.193,1.17,3.5,13.1,0.000303,0.00725,1,"BRZ-Control","CIP1",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2008","AT5G42020","Elongation_Atrichoblast",79.9,107,32.9,56.4,0.471,0.713,0.208,0.627,0.531,0.312,-1.1,6.14,22.6,2.02e-06,9.77e-05,1,"BRZ-Control","BIP",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2009","AT5G42110","Elongation_Atrichoblast",27.6,18.9,11.4,12.9,0.265,0.28,0.106,0.213,0.269,0.133,-0.957,4.27,11.1,0.000844,0.017,1,"BRZ-Control","AT5G42110",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2010","AT5G42250","Elongation_Atrichoblast",43.5,41.9,116,79.3,0.321,0.331,0.615,0.547,0.324,0.598,1.18,6.12,27,2.08e-07,1.27e-05,0.115,"BRZ-Control","AT5G42250",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2011","AT5G42380","Elongation_Atrichoblast",75.2,11.9,135,42.3,0.258,0.127,0.389,0.493,0.226,0.415,1.21,6.07,25.6,4.24e-07,2.45e-05,0.234,"BRZ-Control","CML37",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2012","AT5G42500","Elongation_Atrichoblast",44.7,18.5,92.7,28.8,0.218,0.153,0.341,0.227,0.202,0.312,0.889,5.55,13.6,0.000229,0.00579,1,"BRZ-Control","DIR2",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2013","AT5G42900","Elongation_Atrichoblast",12.2,18.2,23.2,34.1,0.124,0.204,0.177,0.387,0.144,0.229,0.914,4.41,12.1,0.00051,0.0113,1,"BRZ-Control","COR27",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2014","AT5G43010","Elongation_Atrichoblast",26.1,31.8,16.7,12.9,0.263,0.331,0.164,0.227,0.28,0.179,-0.93,4.54,11.8,0.000584,0.0126,1,"BRZ-Control","RPT4A",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2015","AT5G43050","Elongation_Atrichoblast",2.34,7.69,8.14,15.9,0.0231,0.0955,0.0664,0.253,0.0411,0.113,1.37,2.97,13.5,0.000238,0.00595,1,"BRZ-Control","NPQ6",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2016","AT5G43330","Elongation_Atrichoblast",152,64.6,74,42.9,0.567,0.42,0.381,0.36,0.531,0.375,-0.839,6.43,13.5,0.000235,0.00591,1,"BRZ-Control","MDH2",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2017","AT5G43350","Elongation_Atrichoblast",138,105,85,41.7,0.672,0.662,0.478,0.48,0.67,0.478,-0.984,6.57,19.1,1.27e-05,0.000498,1,"BRZ-Control","PHT1-1",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2018","AT5G43460","Elongation_Atrichoblast",603,228,301,138,0.931,0.803,0.761,0.707,0.899,0.748,-0.868,8.33,17.1,3.64e-05,0.00122,1,"BRZ-Control","AT5G43460",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2019","AT5G43520","Elongation_Atrichoblast",46.7,11.2,15.9,3.53,0.202,0.134,0.0929,0.0667,0.185,0.0864,-1.58,4.49,26.8,2.26e-07,1.37e-05,0.125,"BRZ-Control","AT5G43520",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2020","AT5G43570","Elongation_Atrichoblast",1.67,6.99,5.69,41.1,0.0168,0.121,0.0398,0.36,0.0427,0.12,2.28,3.54,41,1.6e-10,1.88e-08,8.86e-05,"BRZ-Control","AT5G43570",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2021","AT5G43600","Elongation_Atrichoblast",10.9,23.8,23.6,32.9,0.128,0.306,0.212,0.48,0.172,0.279,0.791,4.47,9.17,0.00246,0.0401,1,"BRZ-Control","UAH",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2022","AT5G43780","Elongation_Atrichoblast",15.9,15.4,40.3,15.3,0.158,0.197,0.279,0.213,0.167,0.262,0.813,4.46,9.27,0.00234,0.0386,1,"BRZ-Control","APS4",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2023","AT5G44020","Elongation_Atrichoblast",4300,3240,2590,2240,0.998,1,0.991,1,0.998,0.993,-0.632,11.6,10.3,0.00133,0.0245,1,"BRZ-Control","AT5G44020",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2024","AT5G44585","Elongation_Atrichoblast",338,132,144,95.8,0.817,0.535,0.504,0.48,0.747,0.498,-0.862,7.5,15.8,7.06e-05,0.00213,1,"BRZ-Control","AT5G44585",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2025","AT5G44820","Elongation_Atrichoblast",2.01,1.75,13.4,12.3,0.0252,0.0255,0.137,0.213,0.0253,0.156,2.74,2.76,42.5,7.27e-11,9.21e-09,4.04e-05,"BRZ-Control","AT5G44820",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2026","AT5G44910","Elongation_Atrichoblast",19.1,11.5,8.54,2.94,0.16,0.127,0.0796,0.0533,0.152,0.0731,-1.4,3.64,16.2,5.83e-05,0.0018,1,"BRZ-Control","AT5G44910",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2027","AT5G45650","Elongation_Atrichoblast",7.54,3.49,35,9.4,0.0693,0.0573,0.235,0.16,0.0664,0.216,1.99,3.79,38,7.04e-10,7.43e-08,0.00039,"BRZ-Control","SBT5.6",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2028","AT5G45775","Elongation_Atrichoblast",15.6,12.6,28.5,25.3,0.137,0.191,0.252,0.293,0.15,0.262,0.926,4.35,12.1,0.000515,0.0114,1,"BRZ-Control","RPL11C",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2029","AT5G45940","Elongation_Atrichoblast",25.8,12.9,61.4,28.2,0.231,0.185,0.416,0.36,0.22,0.402,1.2,5.01,23.2,1.45e-06,7.23e-05,0.797,"BRZ-Control","NUDT11",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2030","AT5G46190","Elongation_Atrichoblast",5.86,18.5,3.66,6.46,0.0714,0.248,0.0398,0.12,0.115,0.0598,-1.14,3.2,8.84,0.00295,0.0459,1,"BRZ-Control","AT5G46190",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2031","AT5G46780","Elongation_Atrichoblast",8.88,3.49,24,13.5,0.084,0.0446,0.181,0.24,0.0742,0.196,1.59,3.64,24.9,6.1e-07,3.41e-05,0.337,"BRZ-Control","AT5G46780",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2032","AT5G47100","Elongation_Atrichoblast",61.6,34.2,24.4,28.2,0.382,0.312,0.195,0.333,0.365,0.229,-0.856,5.29,12,0.000536,0.0118,1,"BRZ-Control","CBL9",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2033","AT5G47540","Elongation_Atrichoblast",111,137,62.6,77,0.632,0.586,0.403,0.573,0.621,0.445,-0.827,6.62,13.9,0.000189,0.00496,1,"BRZ-Control","AT5G47540",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2034","AT5G47950","Elongation_Atrichoblast",160,116,386,160,0.695,0.561,0.827,0.587,0.662,0.767,0.887,7.69,17.2,3.41e-05,0.00116,1,"BRZ-Control","AT5G47950",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2035","AT5G47980","Elongation_Atrichoblast",38.7,29.7,199,65.8,0.235,0.223,0.496,0.293,0.232,0.445,1.83,6.37,60.2,9.12e-15,2.27e-12,5.08e-09,"BRZ-Control","BAHD1",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2036","AT5G47990","Elongation_Atrichoblast",545,755,1140,838,0.918,0.962,0.925,0.933,0.929,0.927,0.611,9.68,8.89,0.00287,0.0448,1,"BRZ-Control","CYP705A5",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2037","AT5G48000","Elongation_Atrichoblast",252,241,543,295,0.761,0.707,0.788,0.653,0.747,0.754,0.705,8.38,11.4,0.000738,0.0153,1,"BRZ-Control","CYP708A2",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2038","AT5G48110","Elongation_Atrichoblast",5.19,11.9,15.9,20,0.0504,0.146,0.128,0.28,0.0742,0.166,1.18,3.66,14.6,0.00013,0.00368,1,"BRZ-Control","AT5G48110",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2039","AT5G48150","Elongation_Atrichoblast",10.2,8.38,20.3,22.9,0.122,0.134,0.204,0.373,0.125,0.246,1.18,3.92,16.7,4.43e-05,0.00143,1,"BRZ-Control","PAT1","PAT1","GRAS family transcription factor","Up","Elongation_Atrichoblast_Up"
"2040","AT5G48175","Elongation_Atrichoblast",5.53,2.79,11,11.2,0.0546,0.0446,0.0841,0.2,0.0521,0.113,1.35,2.93,12.8,0.000339,0.00799,1,"BRZ-Control","AT5G48175",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2041","AT5G48180","Elongation_Atrichoblast",804,1170,308,922,0.716,1,0.611,0.987,0.787,0.704,-0.863,9.65,17.4,2.98e-05,0.00103,1,"BRZ-Control","NSP5",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2042","AT5G48412","Elongation_Atrichoblast",63.5,34.9,107,58.8,0.489,0.369,0.602,0.693,0.46,0.625,0.748,6.05,10.8,0.00102,0.02,1,"BRZ-Control","AT5G48412",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2043","AT5G48560","Elongation_Atrichoblast",121,240,62.6,75.8,0.618,0.777,0.412,0.653,0.657,0.472,-1.3,6.98,34.4,4.56e-09,4e-07,0.00253,"BRZ-Control","BHLH78","AT5G48560","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","Down","Elongation_Atrichoblast_Down"
"2044","AT5G48570","Elongation_Atrichoblast",15.9,25.2,29.3,55.2,0.0966,0.204,0.212,0.467,0.123,0.276,1.01,4.92,16.8,4.2e-05,0.00138,1,"BRZ-Control","FKBP65",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2045","AT5G48760","Elongation_Atrichoblast",5.86,3.49,14.6,9.4,0.0651,0.0637,0.128,0.147,0.0648,0.133,1.35,3.08,13.9,0.000196,0.00509,1,"BRZ-Control","RPL13AD",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2046","AT5G48850","Elongation_Atrichoblast",6.03,2.79,15.9,11.2,0.0609,0.051,0.133,0.12,0.0585,0.13,1.59,3.16,19.7,9.25e-06,0.000378,1,"BRZ-Control","SDI1",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2047","AT5G48900","Elongation_Atrichoblast",190,457,102,166,0.599,0.834,0.283,0.693,0.657,0.385,-1.18,7.84,30.4,3.53e-08,2.68e-06,0.0196,"BRZ-Control","AT5G48900",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2048","AT5G49360","Elongation_Atrichoblast",94.1,132,236,187,0.534,0.758,0.73,0.853,0.589,0.761,0.92,7.34,18.3,1.88e-05,7e-04,1,"BRZ-Control","BXL1",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2049","AT5G49440","Elongation_Atrichoblast",53.8,96.8,78.9,188,0.376,0.624,0.385,0.747,0.438,0.475,0.758,6.68,12,0.000531,0.0117,1,"BRZ-Control","AT5G49440",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2050","AT5G49480","Elongation_Atrichoblast",299,369,161,270,0.601,0.885,0.478,0.8,0.671,0.558,-0.674,8.11,10.4,0.00128,0.0238,1,"BRZ-Control","ATCP1",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2051","AT5G49540","Elongation_Atrichoblast",73,59.4,35.8,31.7,0.494,0.529,0.288,0.44,0.502,0.326,-0.971,5.7,16.7,4.32e-05,0.0014,1,"BRZ-Control","AT5G49540",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2052","AT5G49900","Elongation_Atrichoblast",6.2,1.4,13.4,5.29,0.0609,0.0255,0.128,0.12,0.0521,0.126,1.29,2.82,10.4,0.00129,0.024,1,"BRZ-Control","AT5G49900",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2053","AT5G50000","Elongation_Atrichoblast",125,139,78.1,86.4,0.645,0.707,0.429,0.693,0.66,0.495,-0.685,6.76,9.78,0.00176,0.031,1,"BRZ-Control","AT5G50000",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2054","AT5G50175","Elongation_Atrichoblast",60,46.8,17.1,26.4,0.389,0.357,0.155,0.28,0.381,0.186,-1.33,5.31,28.2,1.1e-07,7.23e-06,0.0606,"BRZ-Control","AT5G50175",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2055","AT5G50460","Elongation_Atrichoblast",360,169,190,100,0.884,0.803,0.752,0.693,0.864,0.738,-0.843,7.7,15.6,8e-05,0.00239,1,"BRZ-Control","SEC61G2",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2056","AT5G51060","Elongation_Atrichoblast",132,122,85.8,71.1,0.588,0.707,0.398,0.613,0.618,0.452,-0.692,6.7,9.89,0.00166,0.0295,1,"BRZ-Control","RBOHC",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2057","AT5G51220","Elongation_Atrichoblast",4.69,4.19,13.4,8.23,0.0567,0.0701,0.106,0.147,0.06,0.116,1.31,2.95,12.2,0.000476,0.0106,1,"BRZ-Control","AT5G51220",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2058","AT5G51390","Elongation_Atrichoblast",3.68,3.14,11.4,8.23,0.0378,0.051,0.0973,0.133,0.0411,0.106,1.53,2.72,14.4,0.000146,0.00405,1,"BRZ-Control","AT5G51390",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2059","AT5G51780","Elongation_Atrichoblast",118,48.6,256,68.7,0.553,0.408,0.642,0.427,0.517,0.588,0.841,6.95,14.4,0.000151,0.00416,1,"BRZ-Control","AT5G51780","AT5G51780","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","Up","Elongation_Atrichoblast_Up"
"2060","AT5G51830","Elongation_Atrichoblast",355,274,83,187,0.555,0.713,0.305,0.8,0.594,0.429,-1.31,7.83,35.8,2.23e-09,2.1e-07,0.00123,"BRZ-Control","AT5G51830",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2061","AT5G51980","Elongation_Atrichoblast",30.6,41.6,14.6,21.2,0.267,0.363,0.111,0.347,0.291,0.169,-1.02,4.82,15.4,8.66e-05,0.00256,1,"BRZ-Control","AT5G51980","AT5G51980","Transducin/WD40 repeat-like superfamily protein","Down","Elongation_Atrichoblast_Down"
"2062","AT5G52550","Elongation_Atrichoblast",68.5,65.3,27.7,45.8,0.334,0.452,0.199,0.44,0.363,0.259,-0.914,5.74,15,0.00011,0.00317,1,"BRZ-Control","AT5G52550",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2063","AT5G52640","Elongation_Atrichoblast",7.87,22.4,27.7,43.5,0.042,0.178,0.164,0.36,0.0758,0.213,1.37,4.59,27.6,1.48e-07,9.32e-06,0.0818,"BRZ-Control","HSP90-1",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2064","AT5G53140","Elongation_Atrichoblast",38.5,50.7,20.7,30,0.347,0.414,0.168,0.333,0.363,0.209,-0.825,5.17,11.3,0.000768,0.0158,1,"BRZ-Control","AT5G53140",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2065","AT5G53200","Elongation_Atrichoblast",13.9,8.04,2.85,3.53,0.116,0.115,0.031,0.0667,0.115,0.0399,-1.83,3.14,18.9,1.38e-05,0.000536,1,"BRZ-Control","TRY","TRY","Homeodomain-like superfamily protein","Down","Elongation_Atrichoblast_Down"
"2066","AT5G53460","Elongation_Atrichoblast",692,648,409,378,0.908,0.962,0.867,0.947,0.921,0.887,-0.768,9.06,14,0.00018,0.00481,1,"BRZ-Control","GLT1",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2067","AT5G54170","Elongation_Atrichoblast",31.7,39.5,98.4,121,0.225,0.35,0.296,0.693,0.256,0.395,1.63,6.15,50.8,1.06e-12,1.76e-10,5.89e-07,"BRZ-Control","AT5G54170",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2068","AT5G54370","Elongation_Atrichoblast",408,507,160,439,0.668,0.975,0.491,0.973,0.744,0.611,-0.774,8.57,13.5,0.000237,0.00595,1,"BRZ-Control","AT5G54370",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2069","AT5G54585","Elongation_Atrichoblast",6.53,4.89,21.6,23.5,0.042,0.0701,0.15,0.133,0.049,0.146,1.93,3.74,39,4.35e-10,4.74e-08,0.000241,"BRZ-Control","AT5G54585",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2070","AT5G55050","Elongation_Atrichoblast",9.55,10.1,39,28.2,0.101,0.127,0.283,0.347,0.107,0.299,1.79,4.39,43.5,4.24e-11,5.52e-09,2.36e-05,"BRZ-Control","AT5G55050",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2071","AT5G55110","Elongation_Atrichoblast",38.9,28.3,13.8,23.5,0.145,0.299,0.0531,0.293,0.183,0.113,-0.904,4.79,11.9,0.000555,0.0121,1,"BRZ-Control","AT5G55110",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2072","AT5G55180","Elongation_Atrichoblast",119,177,269,434,0.334,0.592,0.327,0.8,0.398,0.445,1.23,7.95,34.2,5e-09,4.35e-07,0.00277,"BRZ-Control","AT5G55180",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2073","AT5G55640","Elongation_Atrichoblast",13.7,7.69,28.9,17.6,0.151,0.115,0.252,0.28,0.142,0.259,1.12,4.1,15.5,8.14e-05,0.00243,1,"BRZ-Control","AT5G55640",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2074","AT5G55960","Elongation_Atrichoblast",93.5,125,50,62.3,0.58,0.732,0.381,0.627,0.618,0.442,-0.952,6.4,17.9,2.36e-05,0.000841,1,"BRZ-Control","AT5G55960",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2075","AT5G56660","Elongation_Atrichoblast",12.4,14.3,28.1,19.4,0.153,0.21,0.248,0.333,0.167,0.269,0.861,4.21,9.93,0.00163,0.0289,1,"BRZ-Control","ILL2",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2076","AT5G56760","Elongation_Atrichoblast",98,89.1,161,199,0.502,0.541,0.593,0.813,0.512,0.648,0.932,7.09,18.7,1.53e-05,0.000585,1,"BRZ-Control","SAT5",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2077","AT5G57150","Elongation_Atrichoblast",56.1,22,122,30.6,0.357,0.287,0.518,0.387,0.34,0.485,0.867,5.87,13.2,0.000279,0.0068,1,"BRZ-Control","AT5G57150","AT5G57150","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","Up","Elongation_Atrichoblast_Up"
"2078","AT5G57490","Elongation_Atrichoblast",31.8,35.3,14.6,15.9,0.313,0.363,0.133,0.28,0.325,0.169,-1.13,4.7,18.1,2.14e-05,0.000779,1,"BRZ-Control","VDAC4",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2079","AT5G57630","Elongation_Atrichoblast",16.2,11.2,39,14.1,0.164,0.172,0.279,0.173,0.166,0.252,0.926,4.36,11.5,0.000702,0.0147,1,"BRZ-Control","CIPK21",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2080","AT5G57660","Elongation_Atrichoblast",22.8,24.8,46.4,65.2,0.206,0.293,0.279,0.587,0.227,0.355,1.2,5.27,25.4,4.59e-07,2.64e-05,0.253,"BRZ-Control","COL5","COL5","CONSTANS-like 5","Up","Elongation_Atrichoblast_Up"
"2081","AT5G57780","Elongation_Atrichoblast",5.02,1.75,44.7,11.2,0.0567,0.0318,0.265,0.16,0.0506,0.239,3.03,3.92,80.9,2.54e-19,1.13e-16,1.42e-13,"BRZ-Control","AT5G57780",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2082","AT5G57785","Elongation_Atrichoblast",22.6,6.64,1180,261,0.0735,0.051,0.832,0.667,0.0679,0.791,5.56,8.52,432,7.94e-95,1.56e-90,4.43e-89,"BRZ-Control","AT5G57785",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2083","AT5G58030","Elongation_Atrichoblast",65.6,58.7,35.4,42.3,0.437,0.408,0.27,0.453,0.43,0.316,-0.691,5.7,8.7,0.00319,0.0487,1,"BRZ-Control","AT5G58030",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2084","AT5G58070","Elongation_Atrichoblast",48.9,103,99.2,250,0.351,0.541,0.473,0.853,0.398,0.568,1.15,6.94,27.7,1.4e-07,8.96e-06,0.0774,"BRZ-Control","TIL",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2085","AT5G58200","Elongation_Atrichoblast",12.1,11.5,22,20.6,0.13,0.166,0.217,0.307,0.139,0.239,0.85,4.04,9.12,0.00253,0.0407,1,"BRZ-Control","AT5G58200",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2086","AT5G58440","Elongation_Atrichoblast",15.1,17.8,7.73,9.4,0.147,0.248,0.0841,0.147,0.172,0.0997,-0.941,3.77,8.76,0.00309,0.0474,1,"BRZ-Control","SNX2A",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2087","AT5G58710","Elongation_Atrichoblast",90.9,44.4,30.5,25.3,0.529,0.465,0.221,0.4,0.513,0.266,-1.24,5.66,25.6,4.25e-07,2.46e-05,0.235,"BRZ-Control","CYP20-1",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2088","AT5G58750","Elongation_Atrichoblast",4.02,2.79,10.2,7.05,0.0483,0.0446,0.106,0.107,0.0474,0.106,1.33,2.63,10.2,0.0014,0.0255,1,"BRZ-Control","AT5G58750",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2089","AT5G58900","Elongation_Atrichoblast",32.2,23.4,79.7,38.2,0.324,0.331,0.438,0.493,0.325,0.452,1.05,5.44,19.4,1.06e-05,0.000423,1,"BRZ-Control","AT5G58900","AT5G58900","Homeodomain-like transcriptional regulator","Up","Elongation_Atrichoblast_Up"
"2090","AT5G59180","Elongation_Atrichoblast",25.8,10.5,8.14,8.23,0.231,0.14,0.0796,0.147,0.209,0.0963,-1.15,3.92,12.9,0.000328,0.00777,1,"BRZ-Control","NRPB7",NA,NA,"Down","Elongation_Atrichoblast_Down"
"2091","AT5G59490","Elongation_Atrichoblast",26.3,68.8,70,176,0.212,0.395,0.323,0.693,0.258,0.415,1.38,6.37,37.5,9.11e-10,9.32e-08,0.000505,"BRZ-Control","AT5G59490",NA,NA,"Up","Elongation_Atrichoblast_Up"
"2092","AT5G59520","Elongation_Atrichoblast",173,91.2,113,48.2,0.708,0.611,0.575,0.36,0.684,0.522,-0.753,6.77,11.5,0.000703,0.0147,1,"BRZ-Control","ZIP2",NA,NA,"Down","Elongation_Atrichoblast_Down"
